year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1986,alexado01,Doyle Alexander,35,TOR,AL,5,4,.556,4.46,17,17,0,3,0,0,111.0,120,56,55,18,20,1,65,4,0,1,470,95,4.36,1.261,9.7,1.5,1.6,5.3,3.25
1986,alexado01,Doyle Alexander,35,ATL,NL,6,6,.500,3.84,17,17,0,2,0,0,117.1,135,58,50,9,17,1,74,0,0,1,496,103,2.94,1.295,10.4,0.7,1.3,5.7,4.35
1986,allenne01,Neil Allen,28,CHW,AL,7,2,.778,3.82,22,17,1,2,2,0,113.0,101,50,48,8,38,1,57,2,0,4,466,114,3.74,1.230,8.0,0.6,3.0,4.5,1.50
1986,anderla02,Larry Andersen,33,TOT,NL,2,1,.667,3.03,48,0,8,0,0,1,77.1,83,30,26,2,26,10,42,1,0,1,323,121,3.07,1.409,9.7,0.2,3.0,4.9,1.62
1986,anderla02,Larry Andersen,33,PHI,NL,0,0,,4.26,10,0,1,0,0,0,12.2,19,8,6,0,3,0,9,0,0,0,55,94,2.06,1.737,13.5,0.0,2.1,6.4,3.00
1986,anderla02,Larry Andersen,33,HOU,NL,2,1,.667,2.78,38,0,7,0,0,1,64.2,64,22,20,2,23,10,33,1,0,1,268,129,3.27,1.345,8.9,0.3,3.2,4.6,1.43
1986,anderal02,Allan Anderson,22,MIN,AL,3,6,.333,5.55,21,10,3,1,0,0,84.1,106,54,52,11,30,3,51,1,2,2,371,77,4.36,1.613,11.3,1.2,3.2,5.4,1.70
1986,anderri02,Rick Anderson,29,NYM,NL,2,1,.667,2.72,15,5,4,0,0,1,49.2,45,17,15,3,11,3,21,0,1,1,201,133,3.38,1.128,8.2,0.5,2.0,3.8,1.91
1986,andujjo01,Joaquin Andujar,33,OAK,AL,12,7,.632,3.82,28,26,2,7,1,1,155.1,139,70,66,23,56,1,72,4,4,2,647,101,4.93,1.255,8.1,1.3,3.2,4.2,1.29
1986,aquinlu01,Luis Aquino,22,TOR,AL,1,1,.500,6.35,7,0,3,0,0,0,11.1,14,8,8,2,3,1,5,0,0,1,50,69,4.98,1.500,11.1,1.6,2.4,4.0,1.67
1986,armstmi01,Mike Armstrong,32,NYY,AL,0,1,.000,9.35,7,1,4,0,0,0,8.2,13,9,9,4,5,1,8,0,0,0,42,46,8.66,2.077,13.5,4.2,5.2,8.3,1.60
1986,arnolto01,Tony Arnold,27,BAL,AL,0,2,.000,3.55,11,0,3,0,0,0,25.1,25,15,10,0,11,3,7,0,0,0,104,118,3.52,1.421,8.9,0.0,3.9,2.5,0.64
1986,arnsbbr01,Brad Arnsberg,22,NYY,AL,0,0,,3.38,2,1,1,0,0,0,8.0,13,3,3,1,1,0,3,0,0,0,39,127,4.02,1.750,14.6,1.1,1.1,3.4,3.00
1986,arroyfe01,Fernando Arroyo,34,OAK,AL,0,0,,,1,0,0,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0,3,,,,,,,,0.00
1986,assenpa01,Paul Assenmacher,25,ATL,NL,7,3,.700,2.50,61,0,27,0,0,7,68.1,61,23,19,5,26,4,56,0,3,2,287,159,3.22,1.273,8.0,0.7,3.4,7.4,2.15
1986,atherke01,Keith Atherton,27,TOT,AL,6,10,.375,4.08,60,0,36,0,0,10,97.0,100,47,44,11,46,4,67,1,0,2,431,104,4.32,1.505,9.3,1.0,4.3,6.2,1.46
1986,atherke01,Keith Atherton,27,OAK,AL,1,2,.333,5.87,13,0,5,0,0,0,15.1,18,10,10,2,11,1,8,0,0,0,75,67,5.58,1.891,10.6,1.2,6.5,4.7,0.73
1986,atherke01,Keith Atherton,27,MIN,AL,5,8,.385,3.75,47,0,31,0,0,10,81.2,82,37,34,9,35,3,59,1,0,2,356,114,4.08,1.433,9.0,1.0,3.9,6.5,1.69
1986,bailesc01,Scott Bailes,24,CLE,AL,10,10,.500,4.95,62,10,22,0,0,7,112.2,123,70,62,12,43,5,60,1,2,4,500,84,4.26,1.473,9.8,1.0,3.4,4.8,1.40
1986,bairdo01,Doug Bair,36,OAK,AL,2,3,.400,3.00,31,0,17,0,0,4,45.0,37,15,15,5,18,0,40,0,0,2,189,130,3.64,1.222,7.4,1.0,3.6,8.0,2.22
1986,balleja01,Jay Baller,25,CHC,NL,2,4,.333,5.37,36,0,16,0,0,5,53.2,58,37,32,7,28,4,42,2,4,2,248,76,4.58,1.602,9.7,1.2,4.7,7.0,1.50
1986,bankhsc01,Scott Bankhead,22,KCR,AL,8,9,.471,4.61,24,17,2,0,0,0,121.0,121,66,62,14,37,7,94,3,0,1,517,92,3.71,1.306,9.0,1.0,2.8,7.0,2.54
1986,bannifl01,Floyd Bannister,31,CHW,AL,10,14,.417,3.54,28,27,0,6,1,0,165.1,162,81,65,17,48,0,92,2,0,5,688,123,3.90,1.270,8.8,0.9,2.6,5.0,1.92
1986,bargagr01,Greg Bargar,27,STL,NL,0,2,.000,5.60,22,0,10,0,0,0,27.1,36,19,17,3,10,1,12,3,0,2,126,66,4.75,1.683,11.9,1.0,3.3,4.0,1.20
1986,beattji01,Jim Beattie,31,SEA,AL,0,6,.000,6.02,9,7,0,0,0,0,40.1,57,28,27,7,14,2,24,3,0,1,188,71,5.10,1.760,12.7,1.6,3.1,5.4,1.71
1986,beckwjo01,Joe Beckwith,31,LAD,NL,0,0,,6.87,15,0,4,0,0,0,18.1,28,16,14,5,6,0,13,0,0,0,86,52,5.88,1.855,13.7,2.5,2.9,6.4,2.17
1986,bedrost01,Steve Bedrosian,28,PHI,NL,8,6,.571,3.39,68,0,56,0,0,29,90.1,79,39,34,12,34,10,82,0,2,5,381,115,3.81,1.251,7.9,1.2,3.4,8.2,2.41
1986,beller01,Eric Bell,22,BAL,AL,1,2,.333,5.01,4,4,0,0,0,0,23.1,23,14,13,4,14,0,18,0,0,0,105,84,5.26,1.586,8.9,1.5,5.4,6.9,1.29
1986,berenju01,Juan Berenguer,31,SFG,NL,2,3,.400,2.70,46,4,17,0,0,4,73.1,64,23,22,4,44,3,72,2,2,4,314,132,3.40,1.473,7.9,0.5,5.4,8.8,1.64
1986,berenbr01,Bruce Berenyi,31,NYM,NL,2,2,.500,6.35,14,7,2,0,0,0,39.2,47,30,28,5,22,0,30,1,0,4,184,57,4.64,1.739,10.7,1.1,5.0,6.8,1.36
1986,bestka01,Karl Best,27,SEA,AL,2,3,.400,4.04,26,0,15,0,0,1,35.2,35,19,16,3,21,2,23,1,1,2,163,106,4.43,1.570,8.8,0.8,5.3,5.8,1.10
1986,bielemi01,Mike Bielecki,26,PIT,NL,6,11,.353,4.66,31,27,0,0,0,0,148.2,149,87,77,10,83,3,83,2,5,7,667,83,4.24,1.561,9.0,0.6,5.0,5.0,1.00
1986,birkbmi01,Mike Birkbeck,25,MIL,AL,1,1,.500,4.50,7,4,2,0,0,0,22.0,24,12,11,0,12,0,13,0,0,1,97,98,3.23,1.636,9.8,0.0,4.9,5.3,1.08
1986,birtsti01,Tim Birtsas,25,OAK,AL,0,0,,22.50,2,0,2,0,0,0,2.0,2,5,5,1,4,1,1,0,0,0,12,21,14.27,3.000,9.0,4.5,18.0,4.5,0.25
1986,bittije01,Jeff Bittiger,24,PHI,NL,1,1,.500,5.52,3,3,0,0,0,0,14.2,16,10,9,2,7,1,8,1,2,2,68,72,5.09,1.568,9.8,1.2,4.3,4.9,1.14
1986,blackbu02,Bud Black,29,KCR,AL,5,10,.333,3.20,56,4,26,0,0,9,121.0,100,49,43,14,43,5,68,7,2,2,503,133,4.39,1.182,7.4,1.0,3.2,5.1,1.58
1986,bluevi01,Vida Blue,36,SFG,NL,10,10,.500,3.27,28,28,0,0,0,0,156.2,137,65,57,19,77,3,100,0,1,5,663,108,4.55,1.366,7.9,1.1,4.4,5.7,1.30
1986,blylebe01,Bert Blyleven,35,MIN,AL,17,14,.548,4.01,36,36,0,16,3,0,271.2,262,134,121,50,58,4,215,10,0,4,1126,107,4.33,1.178,8.7,1.7,1.9,7.1,3.71
1986,bockura01,Randy Bockus,25,SFG,NL,0,0,,2.57,5,0,1,0,0,0,7.0,7,5,2,1,6,1,4,0,0,0,36,146,6.06,1.857,9.0,1.3,7.7,5.1,0.67
1986,boddimi01,Mike Boddicker,28,BAL,AL,14,12,.538,4.70,33,33,0,7,0,0,218.1,214,125,114,30,74,4,175,11,0,7,934,88,4.12,1.319,8.8,1.2,3.1,7.2,2.36
1986,boevejo01,Joe Boever,25,STL,NL,0,1,.000,1.66,11,0,4,0,0,0,21.2,19,5,4,2,11,0,8,0,0,1,93,224,4.76,1.385,7.9,0.8,4.6,3.3,0.73
1986,bookegr01,Greg Booker,26,SDP,NL,1,0,1.000,1.64,9,0,4,0,0,0,11.0,10,5,2,0,4,2,7,0,0,0,47,232,2.59,1.273,8.2,0.0,3.3,5.7,1.75
1986,bordiri01,Rich Bordi,27,BAL,AL,6,4,.600,4.46,52,1,22,0,0,3,107.0,105,56,53,13,41,5,83,4,0,1,464,93,4.06,1.364,8.8,1.1,3.4,7.0,2.02
1986,bosioch01,Chris Bosio,23,MIL,AL,0,4,.000,7.01,10,4,3,0,0,0,34.2,41,27,27,9,13,0,29,0,1,2,154,63,5.60,1.558,10.6,2.3,3.4,7.5,2.23
1986,boydoi01,Oil Can Boyd,26,BOS,AL,16,10,.615,3.78,30,30,0,10,0,0,214.1,222,99,90,32,45,1,129,2,0,3,893,111,4.17,1.246,9.3,1.3,1.9,5.4,2.87
1986,browncu03,Curt Brown,26,MON,NL,0,1,.000,3.00,6,0,2,0,0,0,12.0,15,6,4,0,2,2,4,0,0,0,53,128,2.60,1.417,11.3,0.0,1.5,3.0,2.00
1986,brownke01,Kevin Brown,21,TEX,AL,1,0,1.000,3.60,1,1,0,0,0,0,5.0,6,2,2,0,0,0,4,0,0,0,19,128,1.17,1.200,10.8,0.0,0.0,7.2,
1986,brownmi01,Mike Brown,27,TOT,AL,4,6,.400,5.79,21,12,2,0,0,0,73.0,91,49,47,14,36,1,41,1,1,4,334,73,5.66,1.740,11.2,1.7,4.4,5.1,1.14
1986,brownmi01,Mike Brown,27,BOS,AL,4,4,.500,5.34,15,10,2,0,0,0,57.1,72,35,34,10,25,1,32,1,0,3,260,79,5.28,1.692,11.3,1.6,3.9,5.0,1.28
1986,brownmi01,Mike Brown,27,SEA,AL,0,2,.000,7.47,6,2,0,0,0,0,15.2,19,14,13,4,11,0,9,0,1,1,74,58,7.05,1.915,10.9,2.3,6.3,5.2,0.82
1986,brownto05,Tom Browning,26,CIN,NL,14,13,.519,3.81,39,39,0,4,2,0,243.1,225,123,103,26,70,6,147,1,0,3,1016,101,3.83,1.212,8.3,1.0,2.6,5.4,2.10
1986,brydet.01,T.R. Bryden,27,CAL,AL,2,1,.667,6.55,16,0,7,0,0,0,34.1,38,25,25,4,21,0,25,2,0,2,159,63,4.84,1.718,10.0,1.0,5.5,6.6,1.19
1986,burketi01,Tim Burke,27,MON,NL,9,7,.563,2.93,68,2,25,0,0,4,101.1,103,37,33,7,46,13,82,4,0,4,451,128,3.53,1.470,9.1,0.6,4.1,7.3,1.78
1986,burrira01,Ray Burris,35,STL,NL,4,5,.444,5.60,23,10,5,0,0,0,82.0,92,52,51,13,32,4,34,4,0,0,361,66,5.32,1.512,10.1,1.4,3.5,3.7,1.06
1986,burttde01,Dennis Burtt,28,MIN,AL,0,0,,31.50,3,0,1,0,0,0,2.0,7,7,7,1,3,1,1,0,0,0,16,16,12.77,5.000,31.5,4.5,13.5,4.5,0.33
1986,butchjo01,John Butcher,29,TOT,AL,1,8,.111,6.56,29,18,5,2,1,0,120.2,168,93,88,17,37,1,45,4,0,6,554,65,4.88,1.699,12.5,1.3,2.8,3.4,1.22
1986,butchjo01,John Butcher,29,MIN,AL,0,3,.000,6.30,16,10,1,1,0,0,70.0,82,50,49,11,24,1,29,1,0,4,308,68,5.06,1.514,10.5,1.4,3.1,3.7,1.21
1986,butchjo01,John Butcher,29,CLE,AL,1,5,.167,6.93,13,8,4,1,1,0,50.2,86,43,39,6,13,0,16,3,0,2,246,60,4.63,1.954,15.3,1.1,2.3,2.8,1.23
1986,butersa01,Sal Butera,33,CIN,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,,3.77,1.000,0.0,0.0,9.0,9.0,1.00
1986,calhoje01,Jeff Calhoun,28,HOU,NL,1,0,1.000,3.71,20,0,7,0,0,0,26.2,28,16,11,3,12,1,14,0,0,2,119,98,4.53,1.500,9.5,1.0,4.1,4.7,1.17
1986,camacer01,Ernie Camacho,31,CLE,AL,2,4,.333,4.08,51,0,37,0,0,20,57.1,60,26,26,1,31,6,36,2,1,3,267,102,3.47,1.587,9.4,0.2,4.9,5.7,1.16
1986,campbbi02,Bill Campbell,37,DET,AL,3,6,.333,3.88,34,0,19,0,0,3,55.2,46,26,24,5,21,5,37,1,0,1,229,108,3.79,1.204,7.4,0.8,3.4,6.0,1.76
1986,candejo01,John Candelaria,32,CAL,AL,10,2,.833,2.55,16,16,0,1,1,0,91.2,68,30,26,4,26,2,81,3,1,2,365,161,2.52,1.025,6.7,0.4,2.6,8.0,3.12
1986,candito01,Tom Candiotti,28,CLE,AL,16,12,.571,3.57,36,34,1,17,3,0,252.1,234,112,100,18,106,0,167,8,4,12,1078,116,3.73,1.347,8.3,0.6,3.8,6.0,1.58
1986,carltst01,Steve Carlton,41,TOT,MLB,9,14,.391,5.10,32,32,0,0,0,0,176.1,196,120,100,25,86,4,120,1,2,7,792,79,4.73,1.599,10.0,1.3,4.4,6.1,1.40
1986,carltst01,Steve Carlton,41,TOT,NL,5,11,.313,5.89,22,22,0,0,0,0,113.0,138,90,74,19,61,4,80,1,1,5,533,65,5.19,1.761,11.0,1.5,4.9,6.4,1.31
1986,carltst01,Steve Carlton,41,PHI,NL,4,8,.333,6.18,16,16,0,0,0,0,83.0,102,70,57,15,45,4,62,0,0,3,393,63,5.25,1.771,11.1,1.6,4.9,6.7,1.38
1986,carltst01,Steve Carlton,41,SFG,NL,1,3,.250,5.10,6,6,0,0,0,0,30.0,36,20,17,4,16,0,18,1,1,2,140,70,5.00,1.733,10.8,1.2,4.8,5.4,1.13
1986,carltst01,Steve Carlton,41,CHW,AL,4,3,.571,3.69,10,10,0,0,0,0,63.1,58,30,26,6,25,0,40,0,1,2,259,118,3.92,1.311,8.2,0.9,3.6,5.7,1.60
1986,carmado01,Don Carman,26,PHI,NL,10,5,.667,3.22,50,14,13,2,1,1,134.1,113,50,48,11,52,11,98,3,2,6,545,121,3.60,1.228,7.6,0.7,3.5,6.6,1.88
1986,carych01,Chuck Cary,26,DET,AL,1,2,.333,3.41,22,0,6,0,0,0,31.2,33,18,12,3,15,4,21,0,1,1,140,123,4.10,1.516,9.4,0.9,4.3,6.0,1.40
1986,caudibi01,Bill Caudill,29,TOR,AL,2,4,.333,6.19,40,0,20,0,0,2,36.1,36,25,25,6,17,1,32,2,1,0,163,69,4.73,1.459,8.9,1.5,4.2,7.9,1.88
1986,cerutjo01,John Cerutti,26,TOR,AL,9,4,.692,4.15,34,20,3,2,1,1,145.1,150,73,67,25,47,2,89,1,0,8,616,102,4.77,1.356,9.3,1.5,2.9,5.5,1.89
1986,chadwra01,Ray Chadwick,23,CAL,AL,0,5,.000,7.24,7,7,0,0,0,0,27.1,39,26,22,5,15,0,9,1,0,1,133,57,6.25,1.976,12.8,1.6,4.9,3.0,0.60
1986,childro01,Rocky Childress,24,PHI,NL,0,0,,6.75,2,0,0,0,0,0,2.2,4,3,2,0,1,0,1,0,0,0,12,66,3.15,1.875,13.5,0.0,3.4,3.4,1.00
1986,clancji01,Jim Clancy,30,TOR,AL,14,14,.500,3.94,34,34,0,6,3,0,219.1,202,100,96,24,63,0,126,4,0,4,913,108,3.96,1.208,8.3,1.0,2.6,5.2,2.00
1986,clarkbr01,Bryan Clark,29,CHW,AL,0,0,,4.50,5,0,2,0,0,0,8.0,8,4,4,0,2,0,5,0,0,0,31,101,2.27,1.250,9.0,0.0,2.3,5.6,2.50
1986,clarkst02,Stan Clarke,25,TOR,AL,0,1,.000,9.24,10,0,6,0,0,0,12.2,18,13,13,4,10,1,9,0,2,0,62,47,7.82,2.211,12.8,2.8,7.1,6.4,0.90
1986,clearma01,Mark Clear,30,MIL,AL,5,5,.500,2.20,59,0,52,0,0,16,73.2,53,23,18,4,36,2,85,1,2,8,306,199,2.68,1.208,6.5,0.5,4.4,10.4,2.36
1986,clemero02,Roger Clemens,23,BOS,AL,24,4,.857,2.48,33,33,0,10,1,0,254.0,179,77,70,21,67,0,238,4,3,11,997,169,2.81,0.969,6.3,0.7,2.4,8.4,3.55
1986,clemepa01,Pat Clements,24,PIT,NL,0,4,.000,2.80,65,0,19,0,0,2,61.0,53,20,19,1,32,6,31,2,0,2,256,138,3.64,1.393,7.8,0.1,4.7,4.6,0.97
1986,cluttbr01,Bryan Clutterbuck,26,MIL,AL,0,1,.000,4.29,20,0,7,0,0,0,56.2,68,32,27,8,16,2,38,2,0,2,250,102,4.22,1.482,10.8,1.3,2.5,6.0,2.38
1986,cocanja01,Jaime Cocanower,29,MIL,AL,0,1,.000,4.43,17,2,2,0,0,0,44.2,40,29,22,1,38,0,22,2,0,5,205,99,4.76,1.746,8.1,0.2,7.7,4.4,0.58
1986,codirch01,Chris Codiroli,28,OAK,AL,5,8,.385,4.03,16,16,0,1,0,0,91.2,91,54,41,15,38,2,43,2,0,4,406,96,5.27,1.407,8.9,1.5,3.7,4.2,1.13
1986,coneda01,David Cone,23,KCR,AL,0,0,,5.56,11,0,5,0,0,0,22.2,29,14,14,2,13,1,21,1,0,3,108,77,3.92,1.853,11.5,0.8,5.2,8.3,1.62
1986,conroti01,Tim Conroy,26,STL,NL,5,11,.313,5.23,25,21,2,1,0,0,115.1,122,72,67,15,56,7,79,3,0,7,513,70,4.63,1.543,9.5,1.2,4.4,6.2,1.41
1986,cookmi01,Mike Cook,22,CAL,AL,0,2,.000,9.00,5,1,1,0,0,0,9.0,13,12,9,3,7,1,6,0,0,0,46,47,8.10,2.222,13.0,3.0,7.0,6.0,0.86
1986,corbedo01,Doug Corbett,33,CAL,AL,4,2,.667,3.66,46,0,32,0,0,10,78.2,66,36,32,11,22,2,36,1,0,2,312,113,4.55,1.119,7.6,1.3,2.5,4.1,1.64
1986,correed01,Ed Correa,20,TEX,AL,12,14,.462,4.23,32,32,0,4,2,0,202.1,167,102,95,15,126,2,189,3,2,19,886,102,3.78,1.448,7.4,0.7,5.6,8.4,1.50
1986,cowlejo01,Joe Cowley,27,CHW,AL,11,11,.500,3.88,27,27,0,4,0,0,162.1,133,81,70,20,83,1,132,3,0,4,692,112,4.34,1.331,7.4,1.1,4.6,7.3,1.59
1986,coxda01,Danny Cox,26,STL,NL,12,13,.480,2.90,32,32,0,8,0,0,220.0,189,85,71,14,60,6,108,2,4,3,881,126,3.46,1.132,7.7,0.6,2.5,4.4,1.80
1986,crawfst01,Steve Crawford,28,BOS,AL,0,2,.000,3.92,40,0,15,0,0,4,57.1,69,29,25,5,19,7,32,0,0,2,248,107,3.78,1.535,10.8,0.8,3.0,5.0,1.68
1986,darliro01,Ron Darling,25,NYM,NL,15,6,.714,2.81,34,34,0,4,2,0,237.0,203,84,74,21,81,2,184,3,3,7,967,128,3.43,1.198,7.7,0.8,3.1,7.0,2.27
1986,darwida01,Danny Darwin,30,TOT,MLB,11,10,.524,3.17,39,22,6,6,1,0,184.2,170,81,65,16,44,1,120,3,1,7,759,131,3.36,1.159,8.3,0.8,2.1,5.8,2.73
1986,darwida01,Danny Darwin,30,MIL,AL,6,8,.429,3.52,27,14,4,5,1,0,130.1,120,62,51,13,35,1,80,3,0,5,537,124,3.71,1.189,8.3,0.9,2.4,5.5,2.29
1986,darwida01,Danny Darwin,30,HOU,NL,5,2,.714,2.32,12,8,2,1,0,0,54.1,50,19,14,3,9,0,40,0,1,2,222,155,2.51,1.086,8.3,0.5,1.5,6.6,4.44
1986,davisjo03,Joel Davis,21,CHW,AL,4,5,.444,4.70,19,19,0,1,0,0,105.1,115,64,55,9,51,0,54,1,1,4,468,93,4.34,1.576,9.8,0.8,4.4,4.6,1.06
1986,davisma01,Mark Davis,25,SFG,NL,5,7,.417,2.99,67,2,20,0,0,4,84.1,63,33,28,6,34,7,90,1,0,3,342,119,2.81,1.150,6.7,0.6,3.6,9.6,2.65
1986,davisro02,Ron Davis,30,TOT,MLB,2,8,.200,8.59,53,0,33,0,0,2,58.2,86,60,56,10,32,8,40,4,1,4,289,49,5.46,2.011,13.2,1.5,4.9,6.1,1.25
1986,davisro02,Ron Davis,30,MIN,AL,2,6,.250,9.08,36,0,28,0,0,2,38.2,55,42,39,7,29,8,30,4,0,4,198,47,6.13,2.172,12.8,1.6,6.8,7.0,1.03
1986,davisro02,Ron Davis,30,CHC,NL,0,2,.000,7.65,17,0,5,0,0,0,20.0,31,18,17,3,3,0,10,0,1,0,91,54,4.17,1.700,14.0,1.4,1.4,4.5,3.33
1986,davisst03,Steve Davis,25,TOR,AL,0,0,,17.18,3,0,0,0,0,0,3.2,8,7,7,2,5,1,5,0,0,1,22,27,11.23,3.545,19.6,4.9,12.3,12.3,1.00
1986,davisst02,Storm Davis,24,BAL,AL,9,12,.429,3.62,25,25,0,2,0,0,154.0,166,70,62,16,49,2,96,0,0,5,657,115,3.83,1.396,9.7,0.9,2.9,5.6,1.96
1986,dawlebi01,Bill Dawley,28,CHW,AL,0,7,.000,3.32,46,0,23,0,0,2,97.2,91,38,36,10,28,3,66,1,0,5,405,132,3.64,1.218,8.4,0.9,2.6,6.1,2.36
1986,dayleke01,Ken Dayley,27,STL,NL,0,3,.000,3.26,31,0,13,0,0,5,38.2,42,19,14,1,11,3,33,1,0,0,170,113,2.33,1.371,9.8,0.2,2.6,7.7,3.00
1986,dedmoje01,Jeff Dedmon,26,ATL,NL,6,6,.500,2.98,57,0,22,0,0,3,99.2,90,43,33,8,39,5,58,4,2,3,424,133,3.94,1.294,8.1,0.7,3.5,5.2,1.49
1986,deleojo01,Jose DeLeon,25,TOT,MLB,5,8,.385,3.87,22,14,5,1,0,1,95.1,66,46,41,9,59,3,79,5,0,7,408,111,4.35,1.311,6.2,0.8,5.6,7.5,1.34
1986,deleojo01,Jose DeLeon,25,PIT,NL,1,3,.250,8.27,9,1,5,0,0,1,16.1,17,16,15,2,17,3,11,1,0,1,83,48,6.32,2.082,9.4,1.1,9.4,6.1,0.65
1986,deleojo01,Jose DeLeon,25,CHW,AL,4,5,.444,2.96,13,13,0,1,0,0,79.0,49,30,26,7,42,0,68,4,0,6,325,148,3.95,1.152,5.6,0.8,4.8,7.7,1.62
1986,dennyjo01,John Denny,33,CIN,NL,11,10,.524,4.20,27,27,0,2,1,0,171.1,179,89,80,15,56,9,115,4,1,2,731,92,3.62,1.372,9.4,0.8,2.9,6.0,2.05
1986,deshaji01,Jim Deshaies,26,HOU,NL,12,5,.706,3.25,26,26,0,1,1,0,144.0,124,58,52,16,59,2,128,2,7,0,599,110,3.71,1.271,7.8,1.0,3.7,8.0,2.17
1986,diazca01,Carlos Diaz,28,LAD,NL,0,0,,4.26,19,0,9,0,0,0,25.1,33,14,12,2,7,2,18,0,0,2,113,83,3.21,1.579,11.7,0.7,2.5,6.4,2.57
1986,dipinfr01,Frank DiPino,29,TOT,NL,3,7,.300,4.37,61,0,26,0,0,3,80.1,74,45,39,11,30,6,70,2,0,3,345,88,4.00,1.295,8.3,1.2,3.4,7.8,2.33
1986,dipinfr01,Frank DiPino,29,HOU,NL,1,3,.250,3.57,31,0,14,0,0,3,40.1,27,18,16,5,16,1,27,2,0,0,167,101,4.38,1.066,6.0,1.1,3.6,6.0,1.69
1986,dipinfr01,Frank DiPino,29,CHC,NL,2,4,.333,5.18,30,0,12,0,0,0,40.0,47,27,23,6,14,5,43,0,0,3,178,78,3.62,1.525,10.6,1.4,3.2,9.7,3.07
1986,dixonke01,Ken Dixon,25,BAL,AL,11,13,.458,4.58,35,33,1,2,0,0,202.1,194,111,103,33,83,6,170,1,3,7,874,91,4.46,1.369,8.6,1.5,3.7,7.6,2.05
1986,dotsori01,Richard Dotson,27,CHW,AL,10,17,.370,5.48,34,34,0,3,1,0,197.0,226,125,120,24,69,2,110,2,0,10,861,80,4.32,1.497,10.3,1.1,3.2,5.0,1.59
1986,downske01,Kelly Downs,25,SFG,NL,4,4,.500,2.75,14,14,0,1,0,0,88.1,78,29,27,5,30,7,64,3,2,3,372,129,3.18,1.223,7.9,0.5,3.1,6.5,2.13
1986,dozieto01,Tom Dozier,24,OAK,AL,0,0,,5.68,4,0,4,0,0,0,6.1,6,6,4,1,5,1,4,0,1,1,30,72,5.93,1.737,8.5,1.4,7.1,5.7,0.80
1986,drabedo01,Doug Drabek,23,NYY,AL,7,8,.467,4.10,27,21,2,0,0,0,131.2,126,64,60,13,50,1,76,3,0,2,561,100,4.11,1.337,8.6,0.9,3.4,5.2,1.52
