year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1990,alexage01,Gerald Alexander,22,TEX,AL,0,0,,7.71,3,2,1,0,0,0,7.0,14,6,6,0,5,0,8,1,0,0,39,54,3.09,2.714,18.0,0.0,6.4,10.3,1.60
1990,anderla02,Larry Andersen,37,TOT,MLB,5,2,.714,1.79,65,0,24,0,0,7,95.2,79,22,19,2,27,5,93,2,0,4,387,215,2.04,1.108,7.4,0.2,2.5,8.7,3.44
1990,anderla02,Larry Andersen,37,HOU,NL,5,2,.714,1.95,50,0,20,0,0,6,73.2,61,19,16,2,24,5,68,1,0,2,301,191,2.33,1.154,7.5,0.2,2.9,8.3,2.83
1990,anderla02,Larry Andersen,37,BOS,AL,0,0,,1.23,15,0,4,0,0,1,22.0,18,3,3,0,3,0,25,1,0,2,86,338,1.08,0.955,7.4,0.0,1.2,10.2,8.33
1990,anderal02,Allan Anderson,26,MIN,AL,7,18,.280,4.53,31,31,0,5,1,0,188.2,214,106,95,20,39,1,82,5,3,4,797,92,4.02,1.341,10.2,1.0,1.9,3.9,2.10
1990,andersc01,Scott Anderson,27,MON,NL,0,1,.000,3.00,4,3,1,0,0,0,18.0,12,6,6,1,5,0,16,0,0,0,71,124,2.59,0.944,6.0,0.5,2.5,8.0,3.20
1990,appieke01,Kevin Appier,22,KCR,AL,12,8,.600,2.76,32,24,1,3,3,0,185.2,179,67,57,13,54,2,127,6,1,6,784,139,3.32,1.255,8.7,0.6,2.6,6.2,2.35
1990,aquinlu01,Luis Aquino,26,KCR,AL,4,1,.800,3.16,20,3,3,1,0,0,68.1,59,25,24,6,27,6,28,4,1,3,287,122,4.49,1.259,7.8,0.8,3.6,3.7,1.04
1990,armstja01,Jack Armstrong,25,CIN,NL,12,9,.571,3.42,29,27,1,2,1,0,166.0,151,72,63,9,59,7,110,6,5,7,704,117,3.36,1.265,8.2,0.5,3.2,6.0,1.86
1990,arnsbbr01,Brad Arnsberg,26,TEX,AL,6,1,.857,2.15,53,0,20,0,0,5,62.2,56,20,15,4,33,1,44,2,0,8,277,183,3.91,1.420,8.0,0.6,4.7,6.3,1.33
1990,assenpa01,Paul Assenmacher,29,CHC,NL,7,2,.778,2.80,74,1,21,0,0,10,103.0,90,33,32,10,36,8,95,1,0,2,426,147,3.30,1.223,7.9,0.9,3.1,8.3,2.64
1990,augusdo01,Don August,26,MIL,AL,0,3,.000,6.55,5,0,1,0,0,0,11.0,13,10,8,0,5,0,2,0,0,2,51,61,3.81,1.636,10.6,0.0,4.1,1.6,0.40
1990,averyst01,Steve Avery,20,ATL,NL,3,11,.214,5.64,21,20,1,1,1,0,99.0,121,79,62,7,45,2,75,2,1,5,466,72,3.64,1.677,11.0,0.6,4.1,6.8,1.67
1990,bailesc01,Scott Bailes,28,CAL,AL,2,0,1.000,6.37,27,0,6,0,0,0,35.1,46,30,25,8,20,0,16,1,0,0,173,60,6.63,1.868,11.7,2.0,5.1,4.1,0.80
1990,bairdo01,Doug Bair,40,PIT,NL,0,0,,4.81,22,0,5,0,0,0,24.1,30,15,13,3,11,1,19,0,1,3,112,76,4.21,1.685,11.1,1.1,4.1,7.0,1.73
1990,ballaje01,Jeff Ballard,26,BAL,AL,2,11,.154,4.93,44,17,6,0,0,0,133.1,152,79,73,22,42,6,50,3,1,2,578,77,5.22,1.455,10.3,1.5,2.8,3.4,1.19
1990,balleja01,Jay Baller,29,KCR,AL,0,1,.000,15.43,3,0,2,0,0,0,2.1,4,4,4,1,2,1,1,1,0,1,14,29,11.38,2.571,15.4,3.9,7.7,3.9,0.50
1990,bankhsc01,Scott Bankhead,26,SEA,AL,0,2,.000,11.08,4,4,0,0,0,0,13.0,18,16,16,2,7,0,10,0,0,1,63,36,4.88,1.923,12.5,1.4,4.8,6.9,1.43
1990,barfijo01,John Barfield,25,TEX,AL,4,3,.571,4.67,33,0,10,0,0,1,44.1,42,25,23,2,13,3,17,1,1,1,178,85,3.57,1.241,8.5,0.4,2.6,3.5,1.31
1990,barnebr01,Brian Barnes,23,MON,NL,1,1,.500,2.89,4,4,0,1,0,0,28.0,25,10,9,2,7,0,23,0,0,2,115,128,2.84,1.143,8.0,0.6,2.3,7.4,3.29
1990,bautijo01,Jose Bautista,25,BAL,AL,1,0,1.000,4.05,22,0,9,0,0,0,26.2,28,15,12,4,7,3,15,0,0,2,112,95,4.42,1.313,9.5,1.4,2.4,5.1,2.14
1990,bearske01,Kevin Bearse,24,CLE,AL,0,2,.000,12.91,3,3,0,0,0,0,7.2,16,11,11,2,5,0,2,2,0,0,45,32,8.42,2.739,18.8,2.3,5.9,2.3,0.40
1990,bedrost01,Steve Bedrosian,32,SFG,NL,9,9,.500,4.20,68,0,53,0,0,17,79.1,72,40,37,6,44,9,43,2,0,3,349,87,4.45,1.462,8.2,0.7,5.0,4.9,0.98
1990,belchti01,Tim Belcher,28,LAD,NL,9,9,.500,4.00,24,24,0,5,2,0,153.0,136,76,68,17,48,0,102,2,1,6,627,92,3.90,1.203,8.0,1.0,2.8,6.0,2.13
1990,belinst01,Stan Belinda,23,PIT,NL,3,4,.429,3.55,55,0,17,0,0,8,58.1,48,23,23,4,29,3,55,1,0,1,245,102,3.36,1.320,7.4,0.6,4.5,8.5,1.90
1990,benesan01,Andy Benes,22,SDP,NL,10,11,.476,3.60,32,31,1,2,0,0,192.1,177,87,77,18,69,5,140,1,5,2,811,107,3.66,1.279,8.3,0.8,3.2,6.6,2.03
1990,berenju01,Juan Berenguer,35,MIN,AL,8,5,.615,3.41,51,0,13,0,0,0,100.1,85,43,38,9,58,4,77,2,0,5,434,122,4.23,1.425,7.6,0.8,5.2,6.9,1.33
1990,bielemi01,Mike Bielecki,30,CHC,NL,8,11,.421,4.93,36,29,6,0,0,1,168.0,188,101,92,13,70,11,103,5,0,11,749,83,3.93,1.536,10.1,0.7,3.8,5.5,1.47
1990,birtsti01,Tim Birtsas,29,CIN,NL,1,3,.250,3.86,29,0,8,0,0,0,51.1,69,24,22,7,24,6,41,1,0,4,239,104,4.44,1.812,12.1,1.2,4.2,7.2,1.71
1990,bitkejo01,Joe Bitker,26,TOT,AL,0,0,,2.25,6,0,5,0,0,0,12.0,8,3,3,0,4,0,8,1,0,0,48,183,2.72,1.000,6.0,0.0,3.0,6.0,2.00
1990,bitkejo01,Joe Bitker,26,OAK,AL,0,0,,0.00,1,0,1,0,0,0,3.0,1,0,0,0,1,0,2,0,0,0,10,,2.47,0.667,3.0,0.0,3.0,6.0,2.00
1990,bitkejo01,Joe Bitker,26,TEX,AL,0,0,,3.00,5,0,4,0,0,0,9.0,7,3,3,0,3,0,6,1,0,0,38,136,2.81,1.111,7.0,0.0,3.0,6.0,2.00
1990,blackbu02,Bud Black,33,TOT,AL,13,11,.542,3.57,32,31,1,5,2,0,206.2,181,86,82,19,61,1,106,5,1,6,857,111,3.94,1.171,7.9,0.8,2.7,4.6,1.74
1990,blackbu02,Bud Black,33,CLE,AL,11,10,.524,3.53,29,29,0,5,2,0,191.0,171,79,75,17,58,1,103,4,1,6,796,111,3.86,1.199,8.1,0.8,2.7,4.9,1.78
1990,blackbu02,Bud Black,33,TOR,AL,2,1,.667,4.02,3,2,1,0,0,0,15.2,10,7,7,2,3,0,3,1,0,0,61,105,4.85,0.830,5.7,1.1,1.7,1.7,1.00
1990,blairwi01,Willie Blair,24,TOR,AL,3,5,.375,4.06,27,6,8,0,0,0,68.2,66,33,31,4,28,4,43,1,0,3,297,102,3.58,1.369,8.7,0.5,3.7,5.6,1.54
1990,blankke01,Kevin Blankenship,27,CHC,NL,0,2,.000,5.84,3,2,0,0,0,0,12.1,13,10,8,1,6,0,5,0,0,1,57,72,4.51,1.541,9.5,0.7,4.4,3.6,0.83
1990,blylebe01,Bert Blyleven,39,CAL,AL,8,7,.533,5.24,23,23,0,2,0,0,134.0,163,85,78,15,25,0,69,7,0,6,578,73,3.95,1.403,10.9,1.0,1.7,4.6,2.76
1990,boddimi01,Mike Boddicker,32,BOS,AL,17,8,.680,3.36,34,34,0,4,0,0,228.0,225,92,85,16,69,6,143,10,0,10,956,122,3.51,1.289,8.9,0.6,2.7,5.6,2.07
1990,boevejo01,Joe Boever,29,TOT,NL,3,6,.333,3.36,67,0,34,0,0,14,88.1,77,35,33,6,51,12,75,0,2,3,388,117,3.72,1.449,7.8,0.6,5.2,7.6,1.47
1990,boevejo01,Joe Boever,29,ATL,NL,1,3,.250,4.68,33,0,21,0,0,8,42.1,40,23,22,6,35,10,35,0,0,2,198,87,5.48,1.772,8.5,1.3,7.4,7.4,1.00
1990,boevejo01,Joe Boever,29,PHI,NL,2,3,.400,2.15,34,0,13,0,0,6,46.0,37,12,11,0,16,2,40,0,2,1,190,178,2.11,1.152,7.2,0.0,3.1,7.8,2.50
1990,bohanbr01,Brian Bohanon,21,TEX,AL,0,3,.000,6.62,11,6,1,0,0,0,34.0,40,30,25,6,18,0,15,2,0,1,158,60,5.98,1.706,10.6,1.6,4.8,4.0,0.83
1990,boltoto01,Tom Bolton,28,BOS,AL,10,5,.667,3.38,21,16,2,3,0,0,119.2,111,46,45,6,47,3,65,3,1,1,501,121,3.63,1.320,8.3,0.5,3.5,4.9,1.38
1990,bookegr01,Greg Booker,30,SFG,NL,0,0,,13.50,2,0,1,0,0,0,2.0,7,3,3,0,0,0,1,0,1,0,13,33,1.81,3.500,31.5,0.0,0.0,4.5,
1990,booneda02,Danny Boone,36,BAL,AL,0,0,,2.79,4,1,0,0,0,0,9.2,12,3,3,1,3,0,2,1,0,1,43,142,4.98,1.552,11.2,0.9,2.8,1.9,0.67
1990,bosioch01,Chris Bosio,27,MIL,AL,4,9,.308,4.00,20,20,0,4,1,0,132.2,131,67,59,15,38,1,76,3,0,7,557,97,4.06,1.274,8.9,1.0,2.6,5.2,2.00
1990,boskish01,Shawn Boskie,23,CHC,NL,5,6,.455,3.69,15,15,0,1,0,0,97.2,99,42,40,8,31,3,49,1,2,3,415,112,3.85,1.331,9.1,0.7,2.9,4.5,1.58
1990,boydoi01,Oil Can Boyd,30,MON,NL,10,6,.625,2.93,31,31,0,3,3,0,190.2,164,64,62,19,52,10,113,3,3,3,774,125,3.78,1.133,7.7,0.9,2.5,5.3,2.17
1990,brantje01,Jeff Brantley,26,SFG,NL,5,3,.625,1.56,55,0,32,0,0,19,86.2,77,18,15,3,33,6,61,3,3,0,361,235,3.10,1.269,8.0,0.3,3.4,6.3,1.85
1990,brownke02,Keith Brown,26,CIN,NL,0,0,,4.76,8,0,2,0,0,0,11.1,12,6,6,2,3,0,8,0,0,0,46,87,4.48,1.324,9.5,1.6,2.4,6.4,2.67
1990,brownke01,Kevin Brown,25,TEX,AL,12,10,.545,3.60,26,26,0,6,2,0,180.0,175,84,72,13,60,3,88,3,2,9,757,109,3.82,1.306,8.8,0.7,3.0,4.4,1.47
1990,brownke03,Kevin Brown,24,TOT,MLB,1,1,.500,2.35,7,3,2,0,0,0,23.0,16,7,6,1,8,1,12,1,0,2,96,170,3.50,1.043,6.3,0.4,3.1,4.7,1.50
1990,brownke03,Kevin Brown,24,NYM,NL,0,0,,0.00,2,0,1,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,9,,4.31,1.500,9.0,0.0,4.5,0.0,0.00
1990,brownke03,Kevin Brown,24,MIL,AL,1,1,.500,2.57,5,3,1,0,0,0,21.0,14,7,6,1,7,1,12,1,0,2,87,154,3.43,1.000,6.0,0.4,3.0,5.1,1.71
1990,brownto05,Tom Browning,30,CIN,NL,15,9,.625,3.80,35,35,0,2,1,0,227.2,235,98,96,24,52,13,99,5,1,5,957,105,4.06,1.261,9.3,0.9,2.1,3.9,1.90
1990,burbada01,Dave Burba,23,SEA,AL,0,0,,4.50,6,0,2,0,0,0,8.0,8,6,4,0,2,0,4,1,0,0,35,91,2.93,1.250,9.0,0.0,2.3,4.5,2.00
1990,burketi01,Tim Burke,31,MON,NL,3,3,.500,2.52,58,0,35,0,0,20,75.0,71,29,21,6,21,6,47,2,1,1,316,145,3.51,1.227,8.5,0.7,2.5,5.6,2.24
1990,burkejo03,John Burkett,25,SFG,NL,14,7,.667,3.79,33,32,1,2,0,1,204.0,201,92,86,18,61,7,118,4,3,3,857,96,3.75,1.284,8.9,0.8,2.7,5.2,1.93
1990,burnsto02,Todd Burns,26,OAK,AL,3,3,.500,2.97,43,2,9,0,0,3,78.2,78,28,26,8,32,4,43,0,0,5,337,124,4.26,1.398,8.9,0.9,3.7,4.9,1.34
1990,cadargr01,Greg Cadaret,28,NYY,AL,5,4,.556,4.15,54,6,9,0,0,3,121.1,120,62,56,8,64,5,80,1,0,14,525,96,3.95,1.516,8.9,0.6,4.7,5.9,1.25
1990,camacer01,Ernie Camacho,35,TOT,NL,0,0,,5.17,14,0,6,0,0,0,15.2,17,10,9,3,9,1,15,0,0,2,72,75,5.11,1.660,9.8,1.7,5.2,8.6,1.67
1990,camacer01,Ernie Camacho,35,SFG,NL,0,0,,3.60,8,0,3,0,0,0,10.0,10,4,4,1,3,0,8,0,0,1,42,106,3.41,1.300,9.0,0.9,2.7,7.2,2.67
1990,camacer01,Ernie Camacho,35,STL,NL,0,0,,7.94,6,0,3,0,0,0,5.2,7,6,5,2,6,1,7,0,0,1,30,51,8.10,2.294,11.1,3.2,9.5,11.1,1.17
1990,campbji03,Jim Campbell,24,KCR,AL,1,0,1.000,8.38,2,2,0,0,0,0,9.2,15,9,9,1,1,0,2,0,0,0,44,48,4.05,1.655,14.0,0.9,0.9,1.9,2.00
1990,candejo01,John Candelaria,36,TOT,AL,7,6,.538,3.95,47,3,15,0,0,5,79.2,87,36,35,11,20,5,63,2,0,5,345,106,3.85,1.343,9.8,1.2,2.3,7.1,3.15
1990,candejo01,John Candelaria,36,MIN,AL,7,3,.700,3.39,34,1,10,0,0,4,58.1,55,23,22,9,9,2,44,0,0,3,239,123,3.77,1.097,8.5,1.4,1.4,6.8,4.89
1990,candejo01,John Candelaria,36,TOR,AL,0,3,.000,5.48,13,2,5,0,0,1,21.1,32,13,13,2,11,3,19,2,0,2,106,76,4.07,2.016,13.5,0.8,4.6,8.0,1.73
1990,candito01,Tom Candiotti,32,CLE,AL,15,11,.577,3.65,31,29,1,3,1,0,202.0,207,92,82,23,55,1,128,6,3,9,856,107,3.93,1.297,9.2,1.0,2.5,5.7,2.33
1990,capelmi01,Mike Capel,28,MIL,AL,0,0,,135.00,2,0,0,0,0,0,0.1,6,6,5,0,1,0,1,1,0,0,9,6,14.81,21.000,162.0,0.0,27.0,27.0,1.00
1990,carmado01,Don Carman,30,PHI,NL,6,2,.750,4.15,59,1,11,0,0,1,86.2,69,43,40,13,38,7,58,4,1,6,368,92,4.87,1.235,7.2,1.4,3.9,6.0,1.53
1990,carpecr01,Cris Carpenter,25,STL,NL,0,0,,4.50,4,0,1,0,0,0,8.0,5,4,4,2,2,1,6,0,0,0,32,89,5.31,0.875,5.6,2.3,2.3,6.8,3.00
1990,carych01,Chuck Cary,30,NYY,AL,6,12,.333,4.19,28,27,1,2,0,0,156.2,155,77,73,21,55,1,134,1,2,11,661,95,3.91,1.340,8.9,1.2,3.2,7.7,2.44
1990,casiala01,Larry Casian,24,MIN,AL,2,1,.667,3.22,5,3,1,0,0,0,22.1,26,9,8,2,4,0,11,0,0,0,90,131,3.52,1.343,10.5,0.8,1.6,4.4,2.75
1990,castito02,Tony Castillo,27,ATL,NL,5,1,.833,4.23,52,3,7,0,0,1,76.2,93,41,36,5,20,3,64,1,2,2,337,96,2.81,1.474,10.9,0.6,2.3,7.5,3.20
1990,cerutjo01,John Cerutti,30,TOR,AL,9,9,.500,4.76,30,23,1,0,0,0,140.0,162,77,74,23,49,3,49,4,1,4,609,87,5.38,1.507,10.4,1.5,3.2,3.2,1.00
1990,charlno01,Norm Charlton,27,CIN,NL,12,9,.571,2.74,56,16,13,1,1,2,154.1,131,53,47,10,70,4,117,4,1,9,650,146,3.57,1.302,7.6,0.6,4.1,6.8,1.67
1990,chiamsc01,Scott Chiamparino,23,TEX,AL,1,2,.333,2.63,6,6,0,0,0,0,37.2,36,14,11,1,12,0,19,2,0,5,160,151,3.26,1.274,8.6,0.2,2.9,4.5,1.58
1990,chitrst01,Steve Chitren,23,OAK,AL,1,0,1.000,1.02,8,0,4,0,0,0,17.2,7,2,2,0,4,0,19,0,0,2,64,370,1.34,0.623,3.6,0.0,2.0,9.7,4.75
1990,clancji01,Jim Clancy,34,HOU,NL,2,8,.200,6.51,33,10,8,0,0,1,76.0,100,58,55,4,33,9,44,3,0,3,352,57,3.76,1.750,11.8,0.5,3.9,5.2,1.33
1990,clarkbr01,Bryan Clark,33,SEA,AL,2,0,1.000,3.27,12,0,2,0,0,0,11.0,9,4,4,0,10,0,3,0,0,1,48,124,4.99,1.727,7.4,0.0,8.2,2.5,0.30
1990,clarkte01,Terry Clark,29,HOU,NL,0,0,,13.50,1,1,0,0,0,0,4.0,9,7,6,0,3,0,2,0,0,0,25,30,4.06,3.000,20.3,0.0,6.8,4.5,0.67
1990,clarkst02,Stan Clarke,29,STL,NL,0,0,,2.70,2,0,2,0,0,0,3.1,2,1,1,0,0,0,3,0,0,0,12,158,1.01,0.600,5.4,0.0,0.0,8.1,
1990,claryma01,Marty Clary,28,ATL,NL,1,10,.091,5.67,33,14,5,0,0,0,101.2,128,72,64,9,39,4,44,1,1,5,466,71,4.27,1.643,11.3,0.8,3.5,3.9,1.13
1990,clearma01,Mark Clear,34,CAL,AL,0,0,,5.87,4,0,1,0,0,0,7.2,5,7,5,0,9,0,6,2,0,1,38,68,5.55,1.826,5.9,0.0,10.6,7.0,0.67
1990,clemero02,Roger Clemens,27,BOS,AL,21,6,.778,1.93,31,31,0,7,4,0,228.1,193,59,49,7,54,3,209,7,0,8,920,211,2.18,1.082,7.6,0.3,2.1,8.2,3.87
1990,clemepa01,Pat Clements,28,SDP,NL,0,0,,4.15,9,0,3,0,0,0,13.0,20,9,6,1,7,1,6,0,0,1,63,95,4.50,2.077,13.8,0.7,4.8,4.2,0.86
1990,codirch01,Chris Codiroli,32,KCR,AL,0,1,.000,9.58,6,2,1,0,0,0,10.1,13,11,11,1,17,1,8,4,0,2,61,42,8.61,2.903,11.3,0.9,14.8,7.0,0.47
1990,coffmke01,Kevin Coffman,25,CHC,NL,0,2,.000,11.29,8,2,0,0,0,0,18.1,26,24,23,0,19,0,9,0,0,4,100,37,4.94,2.455,12.8,0.0,9.3,4.4,0.47
1990,combspa01,Pat Combs,23,PHI,NL,10,10,.500,4.07,32,31,0,3,2,0,183.1,179,90,83,12,86,7,108,4,1,9,800,93,3.95,1.445,8.8,0.6,4.2,5.3,1.26
1990,comstke01,Keith Comstock,34,SEA,AL,7,4,.636,2.89,60,0,19,0,0,2,56.0,40,22,18,4,26,5,50,0,1,2,228,136,3.34,1.179,6.4,0.6,4.2,8.0,1.92
1990,coneda01,David Cone,27,NYM,NL,14,10,.583,3.23,31,30,1,6,2,0,211.2,177,84,76,21,65,1,233,1,4,10,860,117,2.83,1.143,7.5,0.9,2.8,9.9,3.58
1990,cookde01,Dennis Cook,27,TOT,NL,9,4,.692,3.92,47,16,4,2,1,1,156.0,155,74,68,20,56,9,64,2,3,6,663,97,4.77,1.353,8.9,1.2,3.2,3.7,1.14
1990,cookde01,Dennis Cook,27,PHI,NL,8,3,.727,3.56,42,13,4,2,1,1,141.2,132,61,56,13,54,9,58,2,3,6,594,107,4.37,1.313,8.4,0.8,3.4,3.7,1.07
1990,cookde01,Dennis Cook,27,LAD,NL,1,1,.500,7.53,5,3,0,0,0,0,14.1,23,13,12,7,2,0,6,0,0,0,69,50,8.74,1.744,14.4,4.4,1.3,3.8,3.00
1990,corbesh01,Sherman Corbett,27,CAL,AL,0,0,,9.00,4,0,2,0,0,0,5.0,8,5,5,0,3,0,2,0,0,0,26,46,3.81,2.200,14.4,0.0,5.4,3.6,0.67
1990,costejo01,John Costello,29,TOT,NL,0,0,,5.91,8,0,4,0,0,0,10.2,12,8,7,3,2,1,2,1,1,0,47,68,6.93,1.313,10.1,2.5,1.7,1.7,1.00
1990,costejo01,John Costello,29,STL,NL,0,0,,6.23,4,0,3,0,0,0,4.1,7,3,3,1,1,1,1,1,0,0,21,67,6.73,1.846,14.5,2.1,2.1,2.1,1.00
1990,costejo01,John Costello,29,MON,NL,0,0,,5.68,4,0,1,0,0,0,6.1,5,5,4,2,1,0,1,0,1,0,26,68,7.07,0.947,7.1,2.8,1.4,1.4,1.00
1990,crawfst01,Steve Crawford,32,KCR,AL,5,4,.556,4.16,46,0,14,0,0,1,80.0,79,38,37,7,23,3,54,3,0,1,341,93,3.57,1.275,8.9,0.8,2.6,6.1,2.35
1990,crewsti01,Tim Crews,29,LAD,NL,4,5,.444,2.77,66,2,18,0,0,5,107.1,98,40,33,9,24,6,76,1,0,2,440,134,3.18,1.137,8.2,0.8,2.0,6.4,3.17
1990,crimch01,Chuck Crim,28,MIL,AL,3,5,.375,3.47,67,0,25,0,0,11,85.2,88,39,33,7,23,4,39,2,1,0,367,112,3.84,1.296,9.2,0.7,2.4,4.1,1.70
1990,cummist01,Steve Cummings,25,TOR,AL,0,0,,5.11,6,2,2,0,0,0,12.1,22,7,7,4,5,0,4,1,0,0,58,83,7.84,2.189,16.1,2.9,3.6,2.9,0.80
1990,darliro01,Ron Darling,29,NYM,NL,7,9,.438,4.50,33,18,3,1,0,0,126.0,135,73,63,20,44,4,99,5,1,5,554,84,4.47,1.421,9.6,1.4,3.1,7.1,2.25
1990,darwida01,Danny Darwin,34,HOU,NL,11,4,.733,2.21,48,17,14,3,0,2,162.2,136,42,40,11,31,4,109,4,2,0,646,169,2.99,1.027,7.5,0.6,1.7,6.0,3.52
1990,dascedo01,Doug Dascenzo,26,CHC,NL,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,,2.81,1.000,9.0,0.0,0.0,0.0,
1990,davisjo04,John Davis,27,SDP,NL,0,1,.000,5.79,6,0,5,0,0,0,9.1,9,7,6,1,4,0,7,0,0,0,39,69,3.99,1.393,8.7,1.0,3.9,6.8,1.75
1990,davisma01,Mark Davis,29,KCR,AL,2,7,.222,5.11,53,3,28,0,0,6,68.2,71,43,39,9,52,3,73,4,0,6,334,76,4.83,1.791,9.3,1.2,6.8,9.6,1.40
1990,davisst02,Storm Davis,28,KCR,AL,7,10,.412,4.74,21,20,0,0,0,0,112.0,129,66,59,9,35,1,62,0,1,8,498,81,3.68,1.464,10.4,0.7,2.8,5.0,1.77
1990,dayleke01,Ken Dayley,31,STL,NL,4,4,.500,3.56,58,0,17,0,0,2,73.1,63,32,29,5,30,7,51,0,0,6,307,107,3.53,1.268,7.7,0.6,3.7,6.3,1.70
1990,dejesjo01,Jose de Jesus,25,PHI,NL,7,8,.467,3.74,22,22,0,3,1,0,130.0,97,63,54,10,73,3,87,2,0,4,544,102,4.20,1.308,6.7,0.7,5.1,6.0,1.19
1990,deleojo01,Jose DeLeon,29,STL,NL,7,19,.269,4.43,32,32,0,0,0,0,182.2,168,96,90,15,86,9,164,5,0,5,793,86,3.57,1.391,8.3,0.7,4.2,8.1,1.91
1990,delucri01,Rich DeLucia,25,SEA,AL,1,2,.333,2.00,5,5,0,1,0,0,36.0,30,9,8,2,9,0,20,0,0,0,144,198,3.17,1.083,7.5,0.5,2.3,5.0,2.22
1990,deshaji01,Jim Deshaies,30,HOU,NL,7,12,.368,3.78,34,34,0,2,0,0,209.1,186,93,88,21,84,9,119,8,3,3,881,99,4.29,1.290,8.0,0.9,3.6,5.1,1.42
1990,deweyma01,Mark Dewey,25,SFG,NL,1,1,.500,2.78,14,0,5,0,0,0,22.2,22,7,7,1,5,1,11,0,1,0,92,134,3.07,1.191,8.7,0.4,2.0,4.4,2.20
1990,dibblro01,Rob Dibble,26,CIN,NL,8,3,.727,1.74,68,0,29,0,0,11,98.0,62,22,19,3,34,3,136,1,1,3,384,229,1.50,0.980,5.7,0.3,3.1,12.5,4.00
1990,dicksla01,Lance Dickson,20,CHC,NL,0,3,.000,7.24,3,3,0,0,0,0,13.2,20,12,11,2,4,1,4,0,1,0,61,58,5.00,1.756,13.2,1.3,2.6,2.6,1.00
1990,dipinfr01,Frank DiPino,33,STL,NL,5,2,.714,4.56,62,0,24,0,0,3,81.0,92,45,41,8,31,12,49,1,1,2,360,84,4.07,1.519,10.2,0.9,3.4,5.4,1.58
1990,dopsojo01,John Dopson,26,BOS,AL,0,0,,2.04,4,4,0,0,0,0,17.2,13,7,4,2,9,0,9,0,0,0,75,204,4.79,1.245,6.6,1.0,4.6,4.6,1.00
1990,dotsori01,Richard Dotson,31,KCR,AL,0,4,.000,8.48,8,7,1,0,0,0,28.2,43,29,27,3,14,1,9,0,0,4,139,46,5.01,1.988,13.5,0.9,4.4,2.8,0.64
1990,downske01,Kelly Downs,29,SFG,NL,3,2,.600,3.43,13,9,1,0,0,0,63.0,56,26,24,2,20,4,31,2,1,2,265,107,3.28,1.206,8.0,0.3,2.9,4.4,1.55
