year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
1969,beenefr01,Fred Beene,26,BAL,AL,0,0,,0.00,2,0,0,0,0,0,2.2,2,0,0,0,1,0,0,0,0,0,11,,3.63,1.125,6.8,0.0,3.4,0.0,0.00
1969,belinbo01,Bo Belinsky,32,PIT,NL,0,3,.000,4.58,8,3,4,0,0,0,17.2,17,10,9,1,14,2,15,2,2,0,83,78,4.26,1.755,8.7,0.5,7.1,7.6,1.07
1969,bellga01,Gary Bell,32,TOT,AL,2,6,.250,5.31,36,13,12,1,1,2,100.0,124,67,59,16,57,10,56,4,0,7,474,70,5.30,1.810,11.2,1.4,5.1,5.0,0.98
1969,bellga01,Gary Bell,32,SEP,AL,2,6,.250,4.70,13,11,2,1,1,2,61.1,76,40,32,8,34,8,30,2,0,4,290,77,4.99,1.793,11.2,1.2,5.0,4.4,0.88
1969,bellga01,Gary Bell,32,CHW,AL,0,0,,6.28,23,2,10,0,0,0,38.2,48,27,27,8,23,2,26,2,0,3,184,62,5.79,1.836,11.2,1.9,5.4,6.1,1.13
1969,bertafr01,Frank Bertaina,25,TOT,AL,1,3,.250,5.62,17,5,3,0,0,0,41.2,44,30,26,8,26,0,30,0,1,2,193,63,5.44,1.680,9.5,1.7,5.6,6.5,1.15
1969,bertafr01,Frank Bertaina,25,WSA,AL,1,3,.250,6.56,14,5,3,0,0,0,35.2,43,30,26,8,23,0,25,0,1,2,173,53,5.96,1.850,10.9,2.0,5.8,6.3,1.09
1969,bertafr01,Frank Bertaina,25,BAL,AL,0,0,,0.00,3,0,0,0,0,0,6.0,1,0,0,0,3,0,5,0,0,0,20,,2.34,0.667,1.5,0.0,4.5,7.5,1.67
1969,billija01,Jack Billingham,26,HOU,NL,6,7,.462,4.25,52,4,22,1,0,2,82.2,92,45,39,12,29,11,71,5,0,2,358,83,3.91,1.464,10.0,1.3,3.2,7.7,2.45
1969,blasiwa01,Wade Blasingame,25,HOU,NL,0,5,.000,5.37,26,5,4,0,0,1,52.0,66,47,31,4,33,7,33,2,0,9,258,66,4.26,1.904,11.4,0.7,5.7,5.7,1.00
1969,blassst01,Steve Blass,27,PIT,NL,16,10,.615,4.46,38,32,4,9,0,2,210.0,207,119,104,21,86,3,147,6,2,5,907,78,3.72,1.395,8.9,0.9,3.7,6.3,1.71
1969,bluevi01,Vida Blue,19,OAK,AL,1,1,.500,6.64,12,4,1,0,0,1,42.0,49,34,31,13,18,1,24,0,0,1,191,52,6.68,1.595,10.5,2.8,3.9,5.1,1.33
1969,bolinbo01,Bobby Bolin,30,SFG,NL,7,7,.500,4.43,30,22,3,2,0,0,146.1,149,86,72,17,49,3,102,7,0,5,639,80,3.77,1.353,9.2,1.0,3.0,6.3,2.08
1969,boozejo01,John Boozer,30,PHI,NL,1,2,.333,4.28,46,2,19,0,0,6,82.0,91,46,39,12,36,5,47,0,0,6,362,84,4.58,1.549,10.0,1.3,4.0,5.2,1.31
1969,borbope01,Pedro Borbon,22,CAL,AL,2,3,.400,6.15,22,0,6,0,0,0,41.0,55,31,28,5,11,2,20,4,0,2,189,57,4.22,1.610,12.1,1.1,2.4,4.4,1.82
1969,bosmadi01,Dick Bosman,25,WSA,AL,14,5,.737,2.19,31,26,3,5,2,1,193.0,156,59,47,11,39,0,99,2,1,2,762,158,2.86,1.010,7.3,0.5,1.8,4.6,2.54
1969,bosweda01,Dave Boswell,24,MIN,AL,20,12,.625,3.23,39,38,0,10,0,0,256.1,215,105,92,18,99,2,190,8,0,10,1070,115,3.19,1.225,7.5,0.6,3.5,6.7,1.92
1969,boutoji01,Jim Bouton,30,TOT,MLB,2,3,.400,3.96,73,2,25,1,0,2,122.2,109,64,54,13,50,5,100,4,2,12,530,91,3.58,1.296,8.0,1.0,3.7,7.3,2.00
1969,boutoji01,Jim Bouton,30,SEP,AL,2,1,.667,3.91,57,1,18,0,0,1,92.0,77,48,40,12,38,4,68,2,2,8,395,92,4.03,1.250,7.5,1.2,3.7,6.7,1.79
1969,boutoji01,Jim Bouton,30,HOU,NL,0,2,.000,4.11,16,1,7,1,0,1,30.2,32,16,14,1,12,1,32,2,0,4,135,87,2.22,1.435,9.4,0.3,3.5,9.4,2.67
1969,boydga01,Gary Boyd,22,CLE,AL,0,2,.000,9.00,8,3,1,0,0,0,11.0,8,11,11,1,14,1,9,0,1,3,55,43,5.87,2.000,6.5,0.8,11.5,7.4,0.64
1969,brabege01,Gene Brabender,27,SEP,AL,13,14,.481,4.36,40,29,3,7,1,0,202.1,193,111,98,26,103,7,139,13,0,6,891,83,4.53,1.463,8.6,1.2,4.6,6.2,1.35
1969,bradlto01,Tom Bradley,22,CAL,AL,0,1,.000,27.00,3,0,1,0,0,0,2.0,9,9,6,1,0,0,2,0,0,0,15,16,7.01,4.500,40.5,4.5,0.0,9.0,
1969,brandbu01,Bucky Brandon,28,TOT,AL,0,1,.000,7.36,11,1,2,0,0,0,18.1,20,18,15,5,19,3,11,2,1,3,98,51,8.29,2.127,9.8,2.5,9.3,5.4,0.58
1969,brandbu01,Bucky Brandon,28,SEP,AL,0,1,.000,8.40,8,1,2,0,0,0,15.0,15,15,14,4,16,1,10,2,1,3,78,44,8.24,2.067,9.0,2.4,9.6,6.0,0.63
1969,brandbu01,Bucky Brandon,28,MIN,AL,0,0,,2.70,3,0,0,0,0,0,3.1,5,3,1,1,3,2,1,0,0,0,20,154,8.51,2.400,13.5,2.7,8.1,2.7,0.33
1969,brettke01,Ken Brett,20,BOS,AL,2,3,.400,5.26,8,8,0,0,0,0,39.1,41,24,23,6,22,1,23,3,1,0,178,74,5.23,1.602,9.4,1.4,5.0,5.3,1.05
1969,breweji01,Jim Brewer,31,LAD,NL,7,6,.538,2.55,59,0,43,0,0,20,88.1,71,30,25,5,41,6,92,4,2,3,372,131,2.69,1.268,7.2,0.5,4.2,9.4,2.24
1969,brilene01,Nelson Briles,25,STL,NL,15,13,.536,3.52,36,33,1,10,3,0,227.2,218,104,89,17,63,7,126,2,1,9,954,101,3.23,1.234,8.6,0.7,2.5,5.0,2.00
1969,brittji02,Jim Britton,25,ATL,NL,7,5,.583,3.78,24,13,5,2,1,1,88.0,69,38,37,10,49,1,60,0,0,1,377,97,4.29,1.341,7.1,1.0,5.0,6.1,1.22
1969,brossfr01,Frank Brosseau,24,PIT,NL,0,0,,10.80,2,0,1,0,0,0,1.2,2,2,2,0,2,1,2,0,0,0,9,41,3.71,2.400,10.8,0.0,10.8,10.8,1.00
1969,brunege01,George Brunet,34,TOT,AL,8,12,.400,4.44,35,30,3,4,2,0,164.1,168,92,81,26,67,9,93,1,1,7,715,79,4.68,1.430,9.2,1.4,3.7,5.1,1.39
1969,brunege01,George Brunet,34,CAL,AL,6,7,.462,3.84,23,19,2,2,2,0,100.2,98,51,43,15,39,4,56,1,1,4,434,90,4.53,1.361,8.8,1.3,3.5,5.0,1.44
1969,brunege01,George Brunet,34,SEP,AL,2,5,.286,5.37,12,11,1,2,0,0,63.2,70,41,38,11,28,5,37,0,0,3,281,67,4.91,1.539,9.9,1.6,4.0,5.2,1.32
1969,bryanro01,Ron Bryant,21,SFG,NL,4,3,.571,4.37,16,8,4,0,0,1,57.2,60,29,28,8,25,1,30,2,0,3,252,81,4.68,1.474,9.4,1.2,3.9,4.7,1.20
1969,bunkewa01,Wally Bunker,24,KCR,AL,12,11,.522,3.23,35,31,2,10,1,2,222.2,198,89,80,29,62,3,130,4,0,6,907,114,3.92,1.168,8.0,1.2,2.5,5.3,2.10
1969,bunniji01,Jim Bunning,37,TOT,NL,13,10,.565,3.69,34,34,0,5,0,0,212.1,212,97,87,15,59,4,157,7,1,4,892,94,2.88,1.276,9.0,0.6,2.5,6.7,2.66
1969,bunniji01,Jim Bunning,37,PIT,NL,10,9,.526,3.81,25,25,0,4,0,0,156.0,147,74,66,10,49,4,124,6,1,4,654,92,2.81,1.256,8.5,0.6,2.8,7.2,2.53
1969,bunniji01,Jim Bunning,37,LAD,NL,3,1,.750,3.36,9,9,0,1,0,0,56.1,65,23,21,5,10,0,33,1,0,0,238,99,3.08,1.331,10.4,0.8,1.6,5.3,3.30
1969,burbabi01,Bill Burbach,21,NYY,AL,6,8,.429,3.65,31,24,2,2,1,0,140.2,112,68,57,15,102,1,82,2,0,9,624,96,4.95,1.521,7.2,1.0,6.5,5.2,0.80
1969,burchla01,Larry Burchart,23,CLE,AL,0,2,.000,4.25,29,0,10,0,0,0,42.1,42,28,20,2,24,2,26,1,0,1,192,89,3.67,1.559,8.9,0.4,5.1,5.5,1.08
1969,burgmto01,Tom Burgmeier,25,KCR,AL,3,1,.750,4.17,31,0,12,0,0,0,54.0,67,31,25,5,21,3,23,1,0,2,244,89,4.08,1.630,11.2,0.8,3.5,3.8,1.10
1969,butlebi02,Bill Butler,22,KCR,AL,9,10,.474,3.90,34,29,1,5,4,0,193.2,174,91,84,15,91,5,156,3,0,4,834,94,3.36,1.368,8.1,0.7,4.2,7.2,1.71
1969,campisa01,Sal Campisi,26,STL,NL,1,0,1.000,0.93,7,0,4,0,0,0,9.2,4,1,1,0,6,2,7,0,0,1,40,400,2.92,1.034,3.7,0.0,5.6,6.5,1.17
1969,cardwdo01,Don Cardwell,33,NYM,NL,8,10,.444,3.01,30,21,2,4,0,0,152.1,145,63,51,15,47,10,60,5,0,8,635,121,4.03,1.260,8.6,0.9,2.8,3.5,1.28
1969,carloci01,Cisco Carlos,28,TOT,AL,5,4,.556,5.37,31,8,8,0,0,0,67.0,75,42,40,6,29,3,33,5,0,1,298,71,4.21,1.552,10.1,0.8,3.9,4.4,1.14
1969,carloci01,Cisco Carlos,28,CHW,AL,4,3,.571,5.66,25,4,7,0,0,0,49.1,52,33,31,4,23,3,28,5,0,1,221,69,4.13,1.520,9.5,0.7,4.2,5.1,1.22
1969,carloci01,Cisco Carlos,28,WSA,AL,1,1,.500,4.58,6,4,1,0,0,0,17.2,23,9,9,2,6,0,5,0,0,0,77,77,4.43,1.642,11.7,1.0,3.1,2.5,0.83
1969,carltst01,Steve Carlton,24,STL,NL,17,11,.607,2.17,31,31,0,12,2,0,236.1,185,66,57,15,93,6,210,4,0,7,968,164,2.79,1.176,7.0,0.6,3.5,8.0,2.26
1969,carrocl02,Clay Carroll,28,CIN,NL,12,6,.667,3.52,71,4,37,0,0,7,150.2,149,70,59,9,78,18,90,7,0,6,674,106,3.78,1.507,8.9,0.5,4.7,5.4,1.15
1969,champbi01,Bill Champion,21,PHI,NL,5,10,.333,5.01,23,20,1,4,2,1,116.2,130,68,65,7,63,4,70,3,1,6,535,71,3.79,1.654,10.0,0.5,4.9,5.4,1.11
1969,chancde01,Dean Chance,28,MIN,AL,5,4,.556,2.95,20,15,3,1,0,0,88.1,76,39,29,6,35,3,50,4,0,4,371,126,3.58,1.257,7.7,0.6,3.6,5.1,1.43
1969,ciscoga01,Galen Cisco,33,KCR,AL,1,1,.500,3.63,15,0,8,0,0,1,22.1,17,11,9,4,15,0,18,0,0,2,98,103,5.24,1.433,6.9,1.6,6.0,7.3,1.20
1969,clarkri01,Rickey Clark,23,CAL,AL,0,0,,5.59,6,1,2,0,0,0,9.2,12,6,6,2,7,1,6,0,0,0,48,65,6.13,1.966,11.2,1.9,6.5,5.6,0.86
1969,clevere01,Reggie Cleveland,21,STL,NL,0,0,,9.00,1,1,0,0,0,0,4.0,7,4,4,0,1,0,3,0,0,0,20,44,1.76,2.000,15.8,0.0,2.3,6.8,3.00
1969,clonito01,Tony Cloninger,28,CIN,NL,11,17,.393,5.03,35,34,1,6,2,0,189.2,184,123,106,24,103,4,103,5,2,14,854,75,4.78,1.513,8.7,1.1,4.9,4.9,1.00
1969,colboji01,Jim Colborn,23,CHC,NL,1,0,1.000,3.07,6,2,1,0,0,0,14.2,15,6,5,2,9,1,4,1,1,0,65,135,5.78,1.636,9.2,1.2,5.5,2.5,0.44
1969,colemjo05,Joe Coleman,22,WSA,AL,12,13,.480,3.27,40,36,2,12,4,1,247.2,222,102,90,26,100,7,182,6,0,12,1041,106,3.69,1.300,8.1,0.9,3.6,6.6,1.82
1969,coombda01,Danny Coombs,27,HOU,NL,0,1,.000,6.75,8,0,4,0,0,0,8.0,12,6,6,0,2,1,3,1,0,0,36,55,2.88,1.750,13.5,0.0,2.3,3.4,1.50
1969,corkimi01,Mike Corkins,23,SDP,NL,1,3,.250,8.47,6,4,0,0,0,0,17.0,27,17,16,3,8,1,13,0,0,1,86,43,4.69,2.059,14.3,1.6,4.2,6.9,1.63
1969,coxca01,Casey Cox,27,WSA,AL,12,7,.632,2.78,52,13,11,4,0,0,171.2,161,62,53,15,64,7,73,1,1,1,719,124,3.93,1.311,8.4,0.8,3.4,3.8,1.14
1969,cramje01,Jerry Cram,21,KCR,AL,0,1,.000,3.24,5,2,1,0,0,0,16.2,15,8,6,0,6,1,10,0,0,1,71,116,2.39,1.260,8.1,0.0,3.2,5.4,1.67
1969,crideje01,Jerry Crider,27,MIN,AL,1,0,1.000,4.71,21,1,5,0,0,1,28.2,31,15,15,3,15,6,16,2,0,1,130,80,4.53,1.605,9.7,0.9,4.7,5.0,1.07
1969,cuellmi01,Mike Cuellar,32,BAL,AL,23,11,.676,2.38,39,39,0,18,5,0,290.2,213,94,77,18,79,7,182,1,2,3,1137,149,2.89,1.005,6.6,0.6,2.4,5.6,2.30
1969,culpra01,Ray Culp,27,BOS,AL,17,8,.680,3.81,32,32,0,9,2,0,227.0,195,103,96,25,79,6,172,6,0,8,944,101,3.55,1.207,7.7,1.0,3.1,6.8,2.18
1969,culvege01,George Culver,25,CIN,NL,5,7,.417,4.26,32,13,10,0,0,4,101.1,117,55,48,8,52,6,58,9,0,7,470,88,4.20,1.668,10.4,0.7,4.6,5.2,1.12
1969,cumbejo01,John Cumberland,22,NYY,AL,0,0,,4.50,2,0,1,0,0,0,4.0,3,2,2,0,4,1,0,0,0,0,18,86,5.51,1.750,6.8,0.0,9.0,0.0,0.00
1969,dalcabr01,Bruce Dal Canton,28,PIT,NL,8,2,.800,3.34,57,0,19,0,0,5,86.1,79,34,32,3,49,12,56,0,1,2,372,105,3.37,1.483,8.2,0.3,5.1,5.8,1.14
1969,darwibo01,Bobby Darwin,26,LAD,NL,0,0,,9.82,3,0,1,0,0,0,3.2,4,4,4,0,5,0,0,2,0,2,21,38,8.24,2.455,9.8,0.0,12.3,0.0,0.00
1969,davalvi01,Vic Davalillo,32,STL,NL,0,0,,inf,2,0,0,0,0,0,0.0,2,1,1,0,2,0,0,0,0,0,4,17,,,,,,,0.00
1969,davismi01,Mike Davison,23,SFG,NL,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,0,0,0,2,0,0,0,8,95,0.51,1.000,9.0,0.0,0.0,9.0,
1969,deckejo01,Joe Decker,22,CHC,NL,1,0,1.000,2.92,4,1,1,0,0,0,12.1,10,4,4,0,6,0,13,0,0,1,51,142,1.86,1.297,7.3,0.0,4.4,9.5,2.17
1969,dierkla01,Larry Dierker,22,HOU,NL,20,13,.606,2.33,39,37,0,20,4,0,305.1,240,97,79,18,72,6,232,1,0,9,1207,152,2.47,1.022,7.1,0.5,2.1,6.8,3.22
1969,dilauja01,Jack DiLauro,26,NYM,NL,1,4,.200,2.40,23,4,8,0,0,1,63.2,50,19,17,4,18,5,27,0,0,2,256,152,3.33,1.068,7.1,0.6,2.5,3.8,1.50
1969,distaal01,Alec Distaso,20,CHC,NL,0,0,,3.86,2,0,0,0,0,0,4.2,6,2,2,0,1,0,1,0,0,0,21,113,2.72,1.500,11.6,0.0,1.9,1.9,1.00
1969,dobsoch01,Chuck Dobson,25,OAK,AL,15,13,.536,3.86,35,35,0,11,1,0,235.1,244,111,101,16,80,2,137,1,1,9,998,88,3.26,1.377,9.3,0.6,3.1,5.2,1.71
1969,dobsopa01,Pat Dobson,27,DET,AL,5,10,.333,3.60,49,9,22,1,0,9,105.0,100,48,42,10,39,5,64,1,0,3,451,104,3.67,1.324,8.6,0.9,3.3,5.5,1.64
1969,downial01,Al Downing,28,NYY,AL,7,5,.583,3.38,30,15,5,5,1,0,130.2,117,57,49,12,49,6,85,0,0,5,550,104,3.53,1.270,8.1,0.8,3.4,5.9,1.73
1969,doylepa01,Paul Doyle,29,ATL,NL,2,0,1.000,2.08,36,0,16,0,0,4,39.0,31,9,9,4,16,3,25,0,0,3,154,177,3.79,1.205,7.2,0.9,3.7,5.8,1.56
1969,drabomo01,Moe Drabowsky,33,KCR,AL,11,9,.550,2.94,52,0,37,0,0,11,98.0,68,33,32,10,30,2,76,2,0,1,398,125,3.26,1.000,6.2,0.9,2.8,7.0,2.53
1969,dragodi01,Dick Drago,24,KCR,AL,11,13,.458,3.77,41,26,10,10,2,1,200.2,190,95,84,19,65,6,108,2,0,0,848,97,3.67,1.271,8.5,0.9,2.9,4.8,1.66
1969,drysddo01,Don Drysdale,32,LAD,NL,5,4,.556,4.45,12,12,0,1,1,0,62.2,71,34,31,9,13,0,24,2,0,1,267,75,4.33,1.340,10.2,1.3,1.9,3.4,1.85
1969,dukesja01,Jan Dukes,23,WSA,AL,0,2,.000,2.45,8,0,1,0,0,0,11.0,8,3,3,0,4,1,3,0,0,0,42,146,3.05,1.091,6.5,0.0,3.3,2.5,0.75
1969,dukesto01,Tom Dukes,26,SDP,NL,1,0,1.000,7.25,13,0,7,0,0,1,22.1,26,18,18,2,10,2,15,0,0,2,101,50,3.67,1.612,10.5,0.8,4.0,6.0,1.50
1969,edgerbi01,Bill Edgerton,27,SEP,AL,0,1,.000,13.50,4,0,1,0,0,0,4.0,10,7,6,1,0,0,2,1,0,0,23,29,5.51,2.500,22.5,2.3,0.0,4.5,
1969,edmonpa01,Paul Edmondson,26,CHW,AL,1,6,.143,3.70,14,13,1,1,0,0,87.2,72,36,36,5,39,4,46,4,0,4,369,105,3.67,1.266,7.4,0.5,4.0,4.7,1.18
1969,ellisdo01,Dock Ellis,24,PIT,NL,11,17,.393,3.58,35,33,0,8,2,0,218.2,206,101,87,14,76,7,173,4,2,4,917,98,2.86,1.290,8.5,0.6,3.1,7.1,2.28
1969,ellisji01,Jim Ellis,24,STL,NL,0,0,,1.69,2,1,1,0,0,0,5.1,7,1,1,0,3,1,0,0,0,0,25,228,4.20,1.875,11.8,0.0,5.1,0.0,0.00
1969,ellissa01,Sammy Ellis,28,CHW,AL,0,3,.000,5.83,10,5,2,0,0,0,29.1,42,20,19,6,16,2,15,1,0,1,144,67,5.88,1.977,12.9,1.8,4.9,4.6,0.94
1969,ellswdi01,Dick Ellsworth,29,TOT,AL,6,9,.400,4.10,36,24,4,3,1,0,147.0,178,78,67,11,44,10,52,5,0,6,647,92,3.77,1.510,10.9,0.7,2.7,3.2,1.18
1969,ellswdi01,Dick Ellsworth,29,BOS,AL,0,0,,3.75,2,2,0,0,0,0,12.0,16,5,5,1,4,0,4,0,0,1,54,106,3.93,1.667,12.0,0.8,3.0,3.0,1.00
1969,ellswdi01,Dick Ellsworth,29,CLE,AL,6,9,.400,4.13,34,22,4,3,1,0,135.0,162,73,62,10,40,10,48,5,0,5,593,91,3.76,1.496,10.8,0.7,2.7,3.2,1.20
1969,everile01,Leon Everitt,22,SDP,NL,0,1,.000,8.04,5,0,0,0,0,0,15.2,18,14,14,4,12,1,11,1,0,0,75,45,6.91,1.915,10.3,2.3,6.9,6.3,0.92
1969,facero01,Roy Face,41,MON,NL,4,2,.667,3.94,44,0,27,0,0,5,59.1,62,29,26,11,15,3,34,0,1,0,253,94,4.53,1.298,9.4,1.7,2.3,5.2,2.27
1969,farretu01,Turk Farrell,35,PHI,NL,3,4,.429,4.00,46,0,27,0,0,3,74.1,92,33,33,8,27,6,40,1,0,2,333,90,3.96,1.601,11.1,1.0,3.3,4.8,1.48
1969,fingero01,Rollie Fingers,22,OAK,AL,6,7,.462,3.71,60,8,30,1,1,12,119.0,116,60,49,13,41,5,61,4,1,1,503,92,4.04,1.319,8.8,1.0,3.1,4.6,1.49
1969,fisheed02,Eddie Fisher,32,CAL,AL,3,2,.600,3.63,52,1,19,0,0,2,96.2,100,46,39,9,28,3,47,1,0,0,403,95,3.65,1.324,9.3,0.8,2.6,4.4,1.68
1969,fisheja01,Jack Fisher,30,CIN,NL,4,4,.500,5.50,34,15,7,0,0,1,113.0,137,77,69,15,30,3,55,5,0,3,502,68,4.19,1.478,10.9,1.2,2.4,4.4,1.83
1969,fitzmal01,Al Fitzmorris,23,KCR,AL,1,1,.500,4.22,7,0,5,0,0,2,10.2,9,5,5,1,4,0,3,0,0,1,45,90,4.29,1.219,7.6,0.8,3.4,2.5,0.75
1969,fosteal01,Alan Foster,22,LAD,NL,3,9,.250,4.38,24,15,4,2,2,0,102.2,119,55,50,11,29,4,59,4,0,6,451,76,3.72,1.442,10.4,1.0,2.5,5.2,2.03
1969,friseda01,Danny Frisella,23,NYM,NL,0,0,,7.71,3,0,0,0,0,0,4.2,8,4,4,1,3,0,5,0,0,1,24,51,5.08,2.357,15.4,1.9,5.8,9.6,1.67
1969,frymawo01,Woodie Fryman,29,PHI,NL,12,15,.444,4.41,36,35,0,10,1,0,228.1,243,123,112,15,89,3,150,11,1,12,1010,81,3.36,1.454,9.6,0.6,3.5,5.9,1.69
1969,fuentmi01,Miguel Fuentes,23,SEP,AL,1,3,.250,5.19,8,4,3,1,0,0,26.0,29,15,15,1,16,1,14,0,0,0,118,70,3.78,1.731,10.0,0.3,5.5,4.8,0.88
1969,garbege01,Gene Garber,21,PIT,NL,0,0,,5.40,2,1,0,0,0,0,5.0,6,3,3,3,1,0,3,0,0,0,20,70,9.71,1.400,10.8,5.4,1.8,5.4,3.00
1969,garibbo01,Bob Garibaldi,27,SFG,NL,0,1,.000,1.80,1,1,0,0,0,0,5.0,6,4,1,0,2,0,1,0,0,0,22,213,3.31,1.600,10.8,0.0,3.6,1.8,0.50
1969,garmami01,Mike Garman,19,BOS,AL,1,0,1.000,4.38,2,2,0,0,0,0,12.1,13,6,6,0,10,0,10,0,0,1,57,91,3.32,1.865,9.5,0.0,7.3,7.3,1.00
1969,geishve01,Vern Geishert,23,CAL,AL,1,1,.500,4.65,11,3,2,0,0,1,31.0,32,18,16,4,7,3,18,1,0,0,130,75,3.80,1.258,9.3,1.2,2.0,5.2,2.57
1969,gelnajo01,John Gelnar,26,SEP,AL,3,10,.231,3.31,39,10,10,0,0,3,108.2,103,49,40,7,26,5,69,5,1,0,454,109,2.93,1.187,8.5,0.6,2.2,5.7,2.65
1969,gentrga01,Gary Gentry,22,NYM,NL,13,12,.520,3.43,35,35,0,6,3,0,233.2,192,94,89,24,81,5,154,5,0,9,962,106,3.63,1.168,7.4,0.9,3.1,5.9,1.90
1969,gibbojo01,Joe Gibbon,34,TOT,NL,6,4,.600,2.40,51,0,31,0,0,11,71.1,53,24,19,6,30,6,44,3,0,3,294,148,3.76,1.164,6.7,0.8,3.8,5.6,1.47
1969,gibbojo01,Joe Gibbon,34,SFG,NL,1,3,.250,3.60,16,0,8,0,0,2,20.0,15,10,8,1,13,4,9,1,0,0,89,100,4.36,1.400,6.8,0.5,5.9,4.1,0.69
1969,gibbojo01,Joe Gibbon,34,PIT,NL,5,1,.833,1.93,35,0,23,0,0,9,51.1,38,14,11,5,17,2,35,2,0,3,205,183,3.52,1.071,6.7,0.9,3.0,6.1,2.06
1969,gibsobo01,Bob Gibson,33,STL,NL,20,13,.606,2.18,35,35,0,28,4,0,314.0,251,84,76,12,95,7,269,10,2,4,1270,164,2.30,1.102,7.2,0.3,2.7,7.7,2.83
1969,giustda01,Dave Giusti,29,STL,NL,3,7,.300,3.61,22,12,6,2,1,0,99.2,96,46,40,7,37,2,62,1,0,3,424,99,3.32,1.334,8.7,0.6,3.3,5.6,1.68
1969,gladdfr01,Fred Gladding,33,HOU,NL,4,8,.333,4.21,57,0,43,0,0,29,72.2,83,39,34,2,27,6,40,1,1,1,319,84,2.92,1.514,10.3,0.2,3.3,5.0,1.48
