year_ID,player_ID,name_common,age,team_ID,lg_ID,W,L,win_loss_perc,earned_run_avg,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,batters_faced,earned_run_avg_plus,fip,whip,hits_per_nine,home_runs_per_nine,bases_on_balls_per_nine,strikeouts_per_nine,strikeouts_per_base_on_balls
2000,bellro01,Rob Bell,23,CIN,NL,7,8,.467,5.00,26,26,0,1,0,0,140.1,130,84,78,32,73,6,112,1,0,11,618,95,6.08,1.447,8.3,2.1,4.7,7.2,1.53
2000,beltrri01,Rigo Beltran,30,COL,NL,0,0,,40.50,1,1,0,0,0,0,1.1,6,6,6,2,3,0,1,0,0,0,13,17,27.88,6.750,40.5,13.5,20.3,6.8,0.33
2000,benesal01,Alan Benes,28,STL,NL,2,2,.500,5.67,30,0,16,0,0,0,46.0,54,33,29,7,23,2,26,2,0,5,214,83,5.61,1.674,10.6,1.4,4.5,5.1,1.13
2000,benesan01,Andy Benes,32,STL,NL,12,9,.571,4.88,30,27,1,1,0,0,166.0,174,95,90,30,68,0,137,1,0,1,719,96,5.08,1.458,9.4,1.6,3.7,7.4,2.01
2000,benitar01,Armando Benitez,27,NYM,NL,4,4,.500,2.61,76,0,68,0,0,41,76.0,39,24,22,10,38,2,106,0,0,0,304,172,3.56,1.013,4.6,1.2,4.5,12.6,2.79
2000,bensokr01,Kris Benson,25,PIT,NL,10,12,.455,3.85,32,32,0,2,1,0,217.2,206,104,93,24,86,5,184,10,0,5,936,121,4.20,1.342,8.5,1.0,3.6,7.6,2.14
2000,bereja01,Jason Bere,29,TOT,MLB,12,10,.545,5.47,31,31,0,0,0,0,169.1,180,107,103,25,89,7,142,5,1,5,767,86,5.04,1.589,9.6,1.3,4.7,7.5,1.60
2000,bereja01,Jason Bere,29,MIL,NL,6,7,.462,4.93,20,20,0,0,0,0,115.0,115,66,63,19,63,7,98,1,1,3,515,92,5.25,1.548,9.0,1.5,4.9,7.7,1.56
2000,bereja01,Jason Bere,29,CLE,AL,6,3,.667,6.63,11,11,0,0,0,0,54.1,65,41,40,6,26,0,44,4,0,2,252,75,4.61,1.675,10.8,1.0,4.3,7.3,1.69
2000,bergmse01,Sean Bergman,30,MIN,AL,4,5,.444,9.66,15,14,0,0,0,0,68.0,111,76,73,18,33,1,35,2,0,2,337,54,7.09,2.118,14.7,2.4,4.4,4.6,1.06
2000,bernead01,Adam Bernero,23,DET,AL,0,1,.000,4.19,12,4,4,0,0,0,34.1,33,18,16,3,13,1,20,1,0,1,141,113,4.33,1.340,8.7,0.8,3.4,5.2,1.54
2000,biddlro01,Rocky Biddle,24,CHW,AL,1,2,.333,8.34,4,4,0,0,0,0,22.2,31,25,21,5,8,0,7,0,0,2,105,61,6.44,1.721,12.3,2.0,3.2,2.8,0.88
2000,blairwi01,Willie Blair,34,DET,AL,10,6,.625,4.88,47,17,8,0,0,0,156.2,185,89,85,20,35,0,74,2,0,2,671,96,4.56,1.404,10.6,1.1,2.0,4.3,2.11
2000,blankma01,Matt Blank,24,MON,NL,0,1,.000,5.14,13,0,3,0,0,0,14.0,12,8,8,1,5,1,4,1,0,0,63,96,4.78,1.214,7.7,0.6,3.2,2.6,0.80
2000,bochtdo01,Doug Bochtler,29,KCR,AL,0,2,.000,6.48,6,0,2,0,0,0,8.1,13,6,6,2,10,4,4,0,0,1,46,81,8.89,2.760,14.0,2.2,10.8,4.3,0.40
2000,boehrbr01,Brian Boehringer,31,SDP,NL,0,3,.000,5.74,7,3,1,0,0,0,15.2,18,15,10,4,10,0,9,0,0,0,74,76,7.22,1.787,10.3,2.3,5.7,5.2,0.90
2000,bogarti01,Tim Bogar,33,HOU,NL,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,1,1,0,1,0,0,0,9,127,10.13,1.500,9.0,4.5,4.5,4.5,1.00
2000,bohanbr01,Brian Bohanon,31,COL,NL,12,10,.545,4.68,34,26,0,2,1,0,177.0,181,101,92,24,79,4,98,6,0,2,772,124,5.23,1.469,9.2,1.2,4.0,5.0,1.24
2000,bonesri01,Ricky Bones,31,FLA,NL,2,3,.400,4.54,56,0,13,0,0,0,77.1,94,43,39,6,27,8,59,3,1,2,352,97,3.78,1.565,10.9,0.7,3.1,6.9,2.19
2000,borbope02,Pedro Borbon,32,TOR,AL,1,1,.500,6.48,59,0,6,0,0,1,41.2,45,37,30,5,38,5,29,5,0,0,213,79,6.40,1.992,9.7,1.1,8.2,6.3,0.76
2000,borkoda01,Dave Borkowski,23,DET,AL,0,1,.000,21.94,2,1,0,0,0,0,5.1,11,13,13,2,7,1,1,0,0,0,34,23,11.57,3.375,18.6,3.4,11.8,1.7,0.14
2000,bottari01,Ricky Bottalico,30,KCR,AL,9,6,.600,4.83,62,0,50,0,0,16,72.2,65,40,39,12,41,3,56,2,1,5,319,105,5.51,1.459,8.1,1.5,5.1,6.9,1.37
2000,botteke01,Kent Bottenfield,31,TOT,MLB,8,10,.444,5.40,29,29,0,1,1,0,171.2,185,106,103,30,77,4,106,3,0,1,765,92,5.57,1.526,9.7,1.6,4.0,5.6,1.38
2000,botteke01,Kent Bottenfield,31,ANA,AL,7,8,.467,5.71,21,21,0,0,0,0,127.2,144,82,81,25,56,4,75,3,0,1,571,88,5.89,1.567,10.2,1.8,3.9,5.3,1.34
2000,botteke01,Kent Bottenfield,31,PHI,NL,1,2,.333,4.50,8,8,0,1,1,0,44.0,41,24,22,5,21,0,31,0,0,0,194,105,4.63,1.409,8.4,1.0,4.3,6.3,1.48
2000,boydja02,Jason Boyd,27,PHI,NL,0,1,.000,6.55,30,0,11,0,0,0,34.1,39,28,25,2,24,4,32,1,0,1,161,72,4.21,1.835,10.2,0.5,6.3,8.4,1.33
2000,bradfch01,Chad Bradford,25,CHW,AL,1,0,1.000,1.98,12,0,5,0,0,0,13.2,13,4,3,0,1,1,9,0,0,0,52,260,2.04,1.024,8.6,0.0,0.7,5.9,9.00
2000,brantje01,Jeff Brantley,36,PHI,NL,2,7,.222,5.86,55,0,47,0,0,23,55.1,64,36,36,12,29,0,57,2,0,2,256,80,5.57,1.681,10.4,2.0,4.7,9.3,1.97
2000,breale01,Leslie Brea,26,BAL,AL,0,1,.000,11.00,6,1,3,0,0,0,9.0,12,11,11,1,10,0,5,1,0,1,49,45,7.13,2.444,12.0,1.0,10.0,5.0,0.50
2000,brewija01,Jamie Brewington,28,CLE,AL,3,0,1.000,5.36,26,0,10,0,0,0,45.1,56,28,27,3,19,0,34,2,0,1,205,92,3.88,1.654,11.1,0.6,3.8,6.8,1.79
2000,brocado01,Doug Brocail,33,DET,AL,5,4,.556,4.09,49,0,10,0,0,0,50.2,57,25,23,5,14,2,41,1,1,1,221,115,3.69,1.401,10.1,0.9,2.5,7.3,2.93
2000,brockch01,Chris Brock,30,PHI,NL,7,8,.467,4.34,63,5,17,0,0,1,93.1,85,48,45,21,41,0,69,3,1,4,403,108,5.99,1.350,8.2,2.0,4.0,6.7,1.68
2000,broweji01,Jim Brower,27,CLE,AL,2,3,.400,6.24,17,11,1,0,0,0,62.0,80,45,43,11,31,1,32,2,0,3,293,79,6.00,1.790,11.6,1.6,4.5,4.6,1.03
2000,brownke01,Kevin Brown,35,LAD,NL,13,6,.684,2.58,33,33,0,5,1,0,230.0,181,76,66,21,47,1,216,9,0,4,921,167,3.17,0.991,7.1,0.8,1.8,8.5,4.60
2000,brownma04,Mark Brownson,25,PHI,NL,1,0,1.000,7.20,2,0,0,0,0,0,5.0,7,4,4,1,3,0,3,0,0,0,25,69,6.33,2.000,12.6,1.8,5.4,5.4,1.00
2000,bruneju01,Justin Brunette,24,STL,NL,0,0,,5.79,4,0,2,0,0,0,4.2,8,3,3,0,5,0,2,0,1,1,27,87,5.49,2.786,15.4,0.0,9.6,3.9,0.40
2000,bruskji01,Jim Bruske,35,MIL,NL,1,0,1.000,6.48,15,0,1,0,0,0,16.2,22,15,12,5,12,1,8,2,0,0,85,72,8.59,2.040,11.9,2.7,6.5,4.3,0.67
2000,buddimi01,Mike Buddie,29,MIL,NL,0,0,,4.50,5,0,2,0,0,0,6.0,8,3,3,0,1,1,5,0,0,0,27,107,1.97,1.500,12.0,0.0,1.5,7.5,5.00
2000,buehrma01,Mark Buehrle,21,CHW,AL,4,1,.800,4.21,28,3,6,0,0,0,51.1,55,27,24,5,19,1,37,3,0,0,225,120,4.24,1.442,9.6,0.9,3.3,6.5,1.95
2000,bulliki01,Kirk Bullinger,30,PHI,NL,0,0,,5.40,3,0,1,0,0,0,3.1,4,2,2,0,0,0,4,0,0,0,14,95,0.73,1.200,10.8,0.0,0.0,10.8,
2000,burbada01,Dave Burba,33,CLE,AL,16,6,.727,4.47,32,32,0,0,0,0,191.1,199,99,95,19,91,2,180,2,0,7,848,110,4.00,1.516,9.4,0.9,4.3,8.5,1.98
2000,burkejo03,John Burkett,35,ATL,NL,10,6,.625,4.89,31,22,4,0,0,0,134.1,162,79,73,13,51,2,110,4,0,2,603,94,3.98,1.586,10.9,0.9,3.4,7.4,2.16
2000,burnea.01,A.J. Burnett,23,FLA,NL,3,7,.300,4.79,13,13,0,0,0,0,82.2,80,46,44,8,44,3,57,2,0,2,364,92,4.68,1.500,8.7,0.9,4.8,6.2,1.30
2000,byrdpa01,Paul Byrd,29,PHI,NL,2,9,.182,6.51,17,15,0,0,0,0,83.0,89,67,60,17,35,2,53,3,0,1,371,72,5.89,1.494,9.7,1.8,3.8,5.7,1.51
2000,byrdati01,Tim Byrdak,26,KCR,AL,0,1,.000,11.37,12,0,1,0,0,0,6.1,11,8,8,3,4,0,8,0,0,1,34,47,8.66,2.368,15.6,4.3,5.7,11.4,2.00
2000,cabrejo01,Jose Cabrera,28,HOU,NL,2,3,.400,5.92,52,0,22,0,0,2,59.1,74,40,39,10,17,2,41,3,1,1,266,84,4.95,1.534,11.2,1.5,2.6,6.2,2.41
2000,cairnca01,Cameron Cairncross,28,CLE,AL,1,0,1.000,3.86,15,0,2,0,0,0,9.1,11,4,4,1,3,1,8,0,0,0,40,132,3.78,1.500,10.6,1.0,2.9,7.7,2.67
2000,cammaer01,Eric Cammack,24,NYM,NL,0,0,,6.30,8,0,2,0,0,0,10.0,7,7,7,1,10,1,9,1,0,0,48,73,5.93,1.700,6.3,0.9,9.0,8.1,0.90
2000,carlybu01,Buddy Carlyle,22,SDP,NL,0,0,,21.00,4,0,2,0,0,0,3.0,6,7,7,0,3,0,2,0,0,0,18,23,4.80,3.000,18.0,0.0,9.0,6.0,0.67
2000,carpech01,Chris Carpenter,25,TOR,AL,10,12,.455,6.26,34,27,1,2,0,0,175.1,204,130,122,30,83,1,113,5,0,3,795,81,5.58,1.637,10.5,1.5,4.3,5.8,1.36
2000,carragi01,Giovanni Carrara,32,COL,NL,0,1,.000,12.83,8,0,2,0,0,0,13.1,21,19,19,5,11,2,15,1,0,0,72,46,8.46,2.400,14.2,3.4,7.4,10.1,1.36
2000,carrahe01,Hector Carrasco,30,TOT,AL,5,4,.556,4.69,69,1,20,0,0,1,78.2,90,46,41,8,38,1,64,4,1,14,364,111,4.43,1.627,10.3,0.9,4.3,7.3,1.68
2000,carrahe01,Hector Carrasco,30,MIN,AL,4,3,.571,4.25,61,0,18,0,0,1,72.0,75,38,34,6,33,0,57,3,0,14,324,122,4.13,1.500,9.4,0.8,4.1,7.1,1.73
2000,carrahe01,Hector Carrasco,30,BOS,AL,1,1,.500,9.45,8,1,2,0,0,0,6.2,15,8,7,2,5,1,7,1,1,0,40,56,7.63,3.000,20.3,2.7,6.8,9.5,1.40
2000,castifr01,Frank Castillo,31,TOR,AL,10,5,.667,3.59,25,24,1,0,0,0,138.0,112,58,55,18,56,0,104,5,0,0,576,142,4.65,1.217,7.3,1.2,3.7,6.8,1.86
2000,charlno01,Norm Charlton,37,CIN,NL,0,0,,27.00,2,0,2,0,0,0,3.0,6,9,9,1,6,0,1,0,0,1,20,19,12.80,4.000,18.0,3.0,18.0,3.0,0.17
2000,chenbr01,Bruce Chen,23,TOT,NL,7,4,.636,3.29,37,15,4,0,0,0,134.0,116,54,49,18,46,4,112,2,1,4,559,142,4.28,1.209,7.8,1.2,3.1,7.5,2.43
2000,chenbr01,Bruce Chen,23,ATL,NL,4,0,1.000,2.50,22,0,4,0,0,0,39.2,35,15,11,4,19,2,32,1,1,0,176,185,4.34,1.361,7.9,0.9,4.3,7.3,1.68
2000,chenbr01,Bruce Chen,23,PHI,NL,3,4,.429,3.63,15,15,0,0,0,0,94.1,81,39,38,14,27,2,80,1,0,4,383,130,4.26,1.145,7.7,1.3,2.6,7.6,2.96
2000,choatra01,Randy Choate,24,NYY,AL,0,1,.000,4.76,22,0,6,0,0,0,17.0,14,10,9,3,8,0,12,1,0,1,75,103,5.60,1.294,7.4,1.6,4.2,6.4,1.50
2000,chouibo01,Bobby Chouinard,28,COL,NL,2,2,.500,3.86,31,0,6,0,0,0,32.2,35,17,14,4,9,2,23,1,0,0,140,151,4.24,1.347,9.6,1.1,2.5,6.3,2.56
2000,chrisja01,Jason Christiansen,30,TOT,NL,3,8,.273,5.06,65,0,19,0,0,1,48.0,41,29,27,3,27,5,53,2,0,3,210,93,3.55,1.417,7.7,0.6,5.1,9.9,1.96
2000,chrisja01,Jason Christiansen,30,PIT,NL,2,8,.200,4.97,44,0,17,0,0,1,38.0,28,22,21,2,25,4,41,0,0,3,164,94,3.63,1.395,6.6,0.5,5.9,9.7,1.64
2000,chrisja01,Jason Christiansen,30,STL,NL,1,0,1.000,5.40,21,0,2,0,0,0,10.0,13,7,6,1,2,1,12,2,0,0,46,90,3.23,1.500,11.7,0.9,1.8,10.8,6.00
2000,clarkma01,Mark Clark,32,TEX,AL,3,5,.375,7.98,12,8,1,0,0,0,44.0,66,42,39,10,24,2,16,3,0,1,220,63,7.20,2.045,13.5,2.0,4.9,3.3,0.67
2000,clemero02,Roger Clemens,37,NYY,AL,13,8,.619,3.70,32,32,0,1,0,0,204.1,184,96,84,26,84,0,188,10,1,2,878,131,4.33,1.312,8.1,1.1,3.7,8.3,2.24
2000,clemema01,Matt Clement,25,SDP,NL,13,17,.433,5.14,34,34,0,0,0,0,205.0,194,131,117,22,125,4,170,16,0,23,940,83,4.93,1.556,8.5,1.0,5.5,7.5,1.36
2000,clontbr01,Brad Clontz,29,PIT,NL,0,0,,5.14,5,0,0,0,0,0,7.0,7,4,4,1,11,2,8,0,0,1,37,94,7.42,2.571,9.0,1.3,14.1,10.3,0.73
2000,cocopa01,Pasqual Coco,22,TOR,AL,0,0,,9.00,1,1,0,0,0,0,4.0,5,4,4,1,5,0,2,1,0,1,23,61,9.88,2.500,11.3,2.3,11.3,4.5,0.40
2000,coggida01,Dave Coggin,23,PHI,NL,2,0,1.000,5.33,5,5,0,0,0,0,27.0,35,20,16,2,12,0,17,1,0,1,126,89,4.28,1.741,11.7,0.7,4.0,5.7,1.42
2000,colonba01,Bartolo Colon,27,CLE,AL,15,8,.652,3.88,30,30,0,2,1,0,188.0,163,86,81,21,98,4,212,4,0,4,807,127,3.96,1.388,7.8,1.0,4.7,10.1,2.16
2000,coneda01,David Cone,37,NYY,AL,4,14,.222,6.91,30,29,0,0,0,0,155.0,192,124,119,25,82,3,120,9,0,11,733,70,5.44,1.768,11.1,1.5,4.8,7.0,1.46
2000,cookde01,Dennis Cook,37,NYM,NL,6,3,.667,5.34,68,0,15,0,0,2,59.0,63,35,35,8,31,4,53,5,2,3,269,84,4.93,1.593,9.6,1.2,4.7,8.1,1.71
2000,coopebr01,Brian Cooper,25,ANA,AL,4,8,.333,5.90,15,15,0,1,1,0,87.0,105,66,57,18,35,1,36,2,0,1,396,85,6.27,1.609,10.9,1.9,3.6,3.7,1.03
2000,cordefr01,Francisco Cordero,25,TEX,AL,1,2,.333,5.35,56,0,13,0,0,0,77.1,87,51,46,11,48,3,49,4,0,7,365,94,5.73,1.746,10.1,1.3,5.6,5.7,1.02
2000,cordofr01,Francisco Cordova,28,PIT,NL,6,8,.429,5.21,18,17,0,0,0,0,95.0,107,63,55,12,38,4,66,2,1,3,421,89,4.65,1.526,10.1,1.1,3.6,6.3,1.74
2000,cormirh01,Rheal Cormier,33,BOS,AL,3,3,.500,4.61,64,0,12,0,0,0,68.1,74,40,35,7,17,2,43,0,0,1,293,110,3.95,1.332,9.7,0.9,2.2,5.7,2.53
2000,cornere01,Reid Cornelius,30,FLA,NL,4,10,.286,4.82,22,21,0,0,0,0,125.0,135,74,67,19,50,4,50,4,5,8,547,92,5.61,1.480,9.7,1.4,3.6,3.6,1.00
2000,crabtti01,Tim Crabtree,30,TEX,AL,2,7,.222,5.15,68,0,28,0,0,2,80.1,86,52,46,7,31,6,54,2,0,4,352,98,4.15,1.456,9.6,0.8,3.5,6.0,1.74
2000,crawfpa02,Paxton Crawford,22,BOS,AL,2,1,.667,3.41,7,4,2,0,0,0,29.0,25,15,11,0,13,2,17,2,0,0,123,150,3.51,1.310,7.8,0.0,4.0,5.3,1.31
2000,creekdo01,Doug Creek,31,TBD,AL,1,3,.250,4.60,45,0,8,0,0,1,60.2,49,33,31,10,39,3,73,2,0,3,265,108,4.90,1.451,7.3,1.5,5.8,10.8,1.87
2000,cressja01,Jack Cressend,25,MIN,AL,0,0,,5.27,11,0,4,0,0,0,13.2,20,8,8,0,6,0,6,0,0,0,61,100,3.57,1.902,13.2,0.0,4.0,4.0,1.00
2000,crousri01,Rich Croushore,29,TOT,MLB,2,1,.667,7.88,11,0,4,0,0,0,16.0,19,14,14,1,11,2,14,2,0,2,80,73,4.63,1.875,10.7,0.6,6.2,7.9,1.27
2000,crousri01,Rich Croushore,29,COL,NL,2,0,1.000,8.74,6,0,1,0,0,0,11.1,15,11,11,1,6,1,11,1,0,1,56,68,4.19,1.853,11.9,0.8,4.8,8.7,1.83
2000,crousri01,Rich Croushore,29,BOS,AL,0,1,.000,5.79,5,0,3,0,0,0,4.2,4,3,3,0,5,1,3,1,0,1,24,93,5.71,1.929,7.7,0.0,9.6,5.8,0.60
